Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
25/08/24,Strasbourg,Rennes,3,1,H,1,0,H,Eric Wattellier,9,13,5,5,7,19,2,5,2,4,0,0
25/08/24,Marseille,Reims,2,2,D,1,0,H,Willy Delajod,16,12,10,3,10,13,2,4,1,1,0,0
30/08/24,Lyon,Strasbourg,4,3,H,1,1,D,Thomas Léonard,22,14,13,7,10,6,9,2,3,2,0,0
31/08/24,Brest,St Etienne,4,0,H,2,0,H,Gaël Angoula,17,3,7,0,12,28,7,2,0,5,0,0
31/08/24,Montpellier,Nantes,1,3,A,1,2,A,Jérémy Stinat,11,10,5,5,11,13,8,3,2,2,0,0
31/08/24,Toulouse,Marseille,1,3,A,0,2,A,Clément Turpin,4,11,2,5,10,12,2,3,4,2,1,0
01/09/24,Monaco,Lens,1,1,D,0,0,D,Willy Delajod,14,12,3,4,11,21,7,7,1,4,0,0
01/09/24,Angers,Nice,1,4,A,0,2,A,Jérémy Stinat,12,12,7,9,14,13,4,7,6,4,0,1
01/09/24,Le Havre,Auxerre,3,1,H,1,1,D,Marc Bollengier,21,7,8,2,10,15,2,2,1,5,0,1
01/09/24,Reims,Rennes,2,1,H,1,1,D,Mathieu Vernice,11,13,7,5,9,12,3,5,2,1,0,0
01/09/24,Lille,Paris SG,1,3,A,0,2,A,Benoît Bastien,10,10,4,7,7,5,3,1,3,2,0,0
13/09/24,St Etienne,Lille,1,0,H,1,0,H,François Letexier,10,17,5,4,12,10,2,7,1,1,0,0
14/09/24,Marseille,Nice,2,0,H,1,0,H,Benoît Millot,10,12,5,4,18,4,1,2,5,2,1,0
14/09/24,Auxerre,Monaco,0,3,A,0,2,A,Abdelatif Kherradji,13,19,3,9,13,16,1,6,3,0,0,0
14/09/24,Paris SG,Brest,3,1,H,1,1,D,Michael Oliver,22,5,9,3,7,13,9,1,2,3,0,0
15/09/24,Rennes,Montpellier,3,0,H,2,0,H,Jérémie Pignard,11,12,6,4,10,7,3,4,1,3,0,0
15/09/24,Nantes,Reims,1,2,A,1,1,D,Willy Delajod,18,11,6,4,14,5,6,3,3,1,0,0
15/09/24,Strasbourg,Angers,1,1,D,1,0,H,Pierre Gaillouste,10,12,5,2,11,14,6,9,4,1,0,0
15/09/24,Toulouse,Le Havre,2,0,H,0,0,D,Romain Lissorgue,15,5,7,3,10,11,6,5,1,1,0,0
15/09/24,Lens,Lyon,0,0,D,0,0,D,Bastien Dechepy,12,8,5,3,12,11,5,8,0,0,0,0
20/09/24,Nice,St Etienne,8,0,H,6,0,H,Thomas Léonard,18,8,12,2,7,13,3,2,0,1,0,0
21/09/24,Lille,Strasbourg,3,3,D,2,2,D,Jérôme Brisard,15,12,7,9,16,12,9,5,2,2,0,0
21/09/24,Rennes,Lens,1,1,D,1,0,H,Jérémy Stinat,11,10,6,2,16,20,4,3,2,4,0,0
21/09/24,Reims,Paris SG,1,1,D,1,0,H,Hakim Ben El Hadj,8,11,1,4,11,6,3,5,2,1,0,0
22/09/24,Monaco,Le Havre,3,1,H,1,1,D,Stéphanie Frappart,14,9,4,2,10,17,6,4,1,3,0,0
22/09/24,Angers,Nantes,1,1,D,1,1,D,Mathieu Vernice,4,9,1,3,13,16,3,6,1,4,0,0
22/09/24,Brest,Toulouse,2,0,H,1,0,H,Florent Batta,9,10,5,1,15,18,4,3,1,1,0,0
22/09/24,Montpellier,Auxerre,3,2,H,0,1,A,Marc Bollengier,14,11,5,6,13,20,11,5,3,4,0,0
22/09/24,Lyon,Marseille,2,3,A,0,0,D,Benoît Bastien,18,6,9,5,13,7,10,3,4,3,0,1
27/09/24,Auxerre,Brest,3,0,H,2,0,H,Bastien Dechepy,15,8,4,4,13,16,2,3,2,0,0,0
27/09/24,Paris SG,Rennes,3,1,H,1,0,H,Jérémie Pignard,22,13,7,5,9,11,6,4,1,3,0,0
28/09/24,Lens,Nice,0,0,D,0,0,D,François Letexier,22,15,7,4,16,7,11,4,4,2,1,0
28/09/24,Le Havre,Lille,0,3,A,0,2,A,Hakim Ben El Hadj,7,18,4,10,11,9,1,5,2,1,0,0
28/09/24,Monaco,Montpellier,2,1,H,1,1,D,Marc Bollengier,21,9,7,4,17,17,6,2,4,3,0,1
29/09/24,Toulouse,Lyon,1,2,A,1,1,D,Willy Delajod,10,4,4,1,12,15,3,4,2,2,0,0
29/09/24,Angers,Reims,1,3,A,0,2,A,Florent Batta,14,21,3,10,7,11,5,4,0,3,0,0
29/09/24,Nantes,St Etienne,2,2,D,1,0,H,Abdelatif Kherradji,16,5,3,3,11,12,8,4,2,2,1,0
29/09/24,Strasbourg,Marseille,1,0,H,1,0,H,Benoît Millot,14,10,6,3,17,7,8,3,2,1,0,0
04/10/24,Marseille,Angers,1,1,D,0,0,D,Romain Lissorgue,13,8,4,3,12,9,9,3,4,0,1,1
05/10/24,St Etienne,Auxerre,3,1,H,1,0,H,Jérémy Stinat,13,11,5,3,13,10,5,4,3,1,0,0
05/10/24,Lille,Toulouse,2,1,H,0,1,A,Clément Turpin,10,9,3,3,13,8,4,6,3,2,0,0
05/10/24,Rennes,Monaco,1,2,A,1,2,A,François Letexier,14,5,3,2,9,16,10,4,2,4,0,0
06/10/24,Lyon,Nantes,2,0,H,1,0,H,Marc Bollengier,17,11,6,6,10,5,6,9,1,2,0,0
06/10/24,Brest,Le Havre,2,0,H,1,0,H,Benoît Millot,8,14,3,0,19,11,1,9,4,0,1,1
06/10/24,Reims,Montpellier,4,2,H,2,1,H,Jérémie Pignard,18,10,5,3,15,13,4,4,3,5,0,0
06/10/24,Strasbourg,Lens,2,2,D,1,2,A,Eric Wattellier,8,12,5,5,15,18,3,5,2,4,0,0
06/10/24,Nice,Paris SG,1,1,D,1,0,H,Willy Delajod,9,19,3,9,7,9,5,15,1,2,0,0
18/10/24,Monaco,Lille,0,0,D,0,0,D,Benoît Bastien,14,3,4,1,13,14,6,1,1,5,1,0
19/10/24,Brest,Rennes,1,1,D,0,0,D,Benoît Bastien,12,6,2,4,18,15,2,4,2,2,0,0
19/10/24,St Etienne,Lens,0,2,A,0,1,A,Willy Delajod,15,13,1,5,12,16,2,7,1,2,0,0
19/10/24,Paris SG,Strasbourg,4,2,H,1,0,H,Jérémy Stinat,18,16,10,8,10,12,5,5,2,2,0,0
20/10/24,Le Havre,Lyon,0,4,A,0,1,A,Bastien Dechepy,7,16,1,8,17,11,4,6,3,4,0,0
20/10/24,Auxerre,Reims,2,1,H,1,0,H,Mathieu Vernice,10,15,8,3,6,10,5,9,2,3,0,0
20/10/24,Nantes,Nice,1,1,D,0,0,D,Hakim Ben El Hadj,11,13,7,7,10,11,4,8,2,1,0,0
20/10/24,Toulouse,Angers,1,1,D,0,1,A,Pierre Gaillouste,18,8,6,4,11,9,8,2,2,4,0,0
20/10/24,Montpellier,Marseille,0,5,A,0,3,A,Clément Turpin,13,21,5,10,11,18,3,2,1,3,1,0
25/10/24,Rennes,Le Havre,1,0,H,0,0,D,Jérémie Pignard,20,5,4,1,10,7,14,0,2,4,0,1
26/10/24,Angers,St Etienne,4,2,H,2,1,H,Marc Bollengier,13,19,8,7,10,13,2,3,1,3,0,0
26/10/24,Reims,Brest,1,2,A,1,2,A,Gaël Angoula,11,13,3,4,15,11,7,3,3,2,0,0
26/10/24,Lens,Lille,0,2,A,0,0,D,Benoît Bastien,11,11,4,3,16,14,8,2,4,4,0,0
27/10/24,Lyon,Auxerre,2,2,D,1,0,H,Jérémy Stinat,12,17,8,4,7,14,5,4,0,4,0,0
27/10/24,Montpellier,Toulouse,0,3,A,0,3,A,Thomas Léonard,9,15,2,6,8,20,1,3,1,2,1,0
27/10/24,Nice,Monaco,2,1,H,1,1,D,Benoît Millot,17,11,9,5,16,11,6,6,2,5,0,1
27/10/24,Strasbourg,Nantes,3,1,H,1,0,H,Romain Lissorgue,9,8,5,6,15,17,5,4,2,3,0,0
27/10/24,Marseille,Paris SG,0,3,A,0,3,A,Clément Turpin,5,19,1,8,4,7,1,2,1,0,1,0
01/11/24,Monaco,Angers,0,1,A,0,1,A,Bastien Dechepy,11,10,3,3,16,12,4,4,1,1,0,0
01/11/24,Lille,Lyon,1,1,D,1,0,H,François Letexier,14,14,2,3,12,10,4,9,3,1,0,0
02/11/24,Paris SG,Lens,1,0,H,1,0,H,Jérémie Pignard,18,13,8,2,3,20,7,4,1,5,0,1
02/11/24,Brest,Nice,0,1,A,0,1,A,Benoît Millot,16,12,6,3,9,4,6,2,0,2,0,0
02/11/24,St Etienne,Strasbourg,2,0,H,0,0,D,Eric Wattellier,13,9,3,3,9,4,2,3,2,1,0,0
03/11/24,Toulouse,Reims,1,0,H,0,0,D,Willy Delajod,13,13,6,2,16,15,6,7,0,3,0,0
03/11/24,Auxerre,Rennes,4,0,H,2,0,H,Marc Bollengier,16,7,8,4,11,15,3,8,0,2,0,0
03/11/24,Le Havre,Montpellier,1,0,H,0,0,D,Jérémy Stinat,12,15,4,1,11,13,2,10,2,1,0,0
03/11/24,Nantes,Marseille,1,2,A,1,1,D,Benoît Bastien,7,9,3,4,16,6,2,5,1,1,0,0
08/11/24,Marseille,Auxerre,1,3,A,0,3,A,Jérémie Pignard,19,10,5,6,13,16,5,3,3,2,0,0
09/11/24,Strasbourg,Monaco,1,3,A,1,0,H,Hakim Ben El Hadj,5,19,2,8,16,18,1,2,5,2,0,0
09/11/24,Lens,Nantes,3,2,H,1,1,D,François Letexier,15,9,3,3,14,8,6,1,2,0,0,0
09/11/24,Angers,Paris SG,2,4,A,0,4,A,Florent Batta,10,26,3,12,5,16,6,8,0,3,0,0
10/11/24,Nice,Lille,2,2,D,0,1,A,Benoît Bastien,17,13,5,6,12,9,6,2,2,2,0,0
10/11/24,Le Havre,Reims,0,3,A,0,2,A,Pierre Gaillouste,10,18,3,7,10,17,8,7,1,4,0,0
10/11/24,Montpellier,Brest,3,1,H,2,0,H,Bastien Dechepy,14,19,8,6,18,13,3,7,5,1,0,0
10/11/24,Rennes,Toulouse,0,2,A,0,2,A,Mathieu Vernice,7,9,1,2,16,16,5,3,3,1,0,0
10/11/24,Lyon,St Etienne,1,0,H,1,0,H,Clément Turpin,17,10,7,6,11,13,7,6,3,2,0,0
22/11/24,Monaco,Brest,3,2,H,2,0,H,Romain Lissorgue,10,12,4,4,7,12,2,8,2,2,0,0
22/11/24,Paris SG,Toulouse,3,0,H,1,0,H,Jérémy Stinat,17,11,8,2,11,14,7,5,1,2,0,0
23/11/24,Lens,Marseille,1,3,A,0,0,D,Willy Delajod,16,7,7,4,17,9,6,0,3,3,0,0
23/11/24,St Etienne,Montpellier,1,0,H,0,0,D,Benoît Millot,11,11,4,3,19,11,5,11,3,5,0,0
23/11/24,Reims,Lyon,1,1,D,0,1,A,Eric Wattellier,14,13,6,7,11,13,4,2,2,0,0,0
24/11/24,Lille,Rennes,1,0,H,1,0,H,François Letexier,5,4,2,1,19,16,3,3,3,2,0,0
24/11/24,Auxerre,Angers,1,0,H,0,0,D,Hakim Ben El Hadj,10,10,6,5,13,7,2,2,4,1,0,0
24/11/24,Nantes,Le Havre,0,2,A,0,1,A,Pierre Gaillouste,18,7,4,5,14,12,9,2,2,1,0,0
24/11/24,Nice,Strasbourg,2,1,H,0,1,A,Benoît Bastien,15,10,5,3,16,8,4,7,2,0,0,0
29/11/24,Reims,Lens,0,2,A,0,1,A,Abdelatif Kherradji,16,11,3,6,14,12,3,1,1,2,0,0
30/11/24,Rennes,St Etienne,5,0,H,2,0,H,Bastien Dechepy,18,2,9,0,14,12,6,1,0,1,0,1
30/11/24,Brest,Strasbourg,3,1,H,2,0,H,Romain Lissorgue,11,12,8,4,15,8,4,3,3,2,0,0
30/11/24,Paris SG,Nantes,1,1,D,1,1,D,Jérémy Stinat,24,5,10,2,3,6,9,3,0,0,0,0
01/12/24,Montpellier,Lille,2,2,D,1,1,D,Benoît Millot,11,13,5,4,9,21,7,2,4,5,1,1
01/12/24,Le Havre,Angers,0,1,A,0,0,D,Willy Delajod,5,12,1,3,8,10,2,4,2,0,0,0
01/12/24,Lyon,Nice,4,1,H,3,1,H,Bastien Dechepy,16,16,8,7,11,11,5,4,1,2,0,0
01/12/24,Toulouse,Auxerre,2,0,H,2,0,H,Hakim Ben El Hadj,12,4,7,0,14,12,6,2,0,0,0,0
01/12/24,Marseille,Monaco,2,1,H,0,1,A,Clément Turpin,9,7,4,4,15,16,5,3,0,1,0,0
06/12/24,Lille,Brest,3,1,H,2,0,H,Mathieu Vernice,10,7,6,3,13,16,2,1,1,1,0,0
06/12/24,Auxerre,Paris SG,0,0,D,0,0,D,Abdelatif Kherradji,6,25,2,11,8,7,3,15,2,1,0,0
07/12/24,Monaco,Toulouse,2,0,H,0,0,D,Jérémie Pignard,19,6,5,3,15,16,2,3,2,2,0,0
07/12/24,Nice,Le Havre,2,1,H,0,0,D,François Letexier,17,12,5,2,10,10,5,8,3,2,0,0
07/12/24,Angers,Lyon,0,3,A,0,1,A,Marc Bollengier,10,16,2,10,13,13,2,7,0,2,0,0
08/12/24,Lens,Montpellier,2,0,H,1,0,H,Mathieu Vernice,18,7,4,4,15,7,6,3,2,3,0,0
08/12/24,Nantes,Rennes,1,0,H,0,0,D,Eric Wattellier,14,5,2,3,15,9,5,4,1,1,0,1
08/12/24,Strasbourg,Reims,0,0,D,0,0,D,Thomas Léonard,7,11,2,3,13,16,3,2,1,2,0,0
08/12/24,St Etienne,Marseille,0,2,A,0,1,A,Jérôme Brisard,3,21,2,10,13,10,0,9,1,1,0,0
13/12/24,Toulouse,St Etienne,2,1,H,0,0,D,Thomas Léonard,11,3,4,2,16,15,2,3,3,4,0,0
14/12/24,Marseille,Lille,1,1,D,1,0,H,Willy Delajod,9,10,3,5,14,9,3,8,1,3,1,0
14/12/24,Auxerre,Lens,2,2,D,1,2,A,François Letexier,10,16,3,5,10,10,3,5,3,1,0,0
14/12/24,Reims,Monaco,0,0,D,0,0,D,Romain Lissorgue,8,14,0,3,15,22,1,4,1,3,0,0
15/12/24,Montpellier,Nice,2,2,D,1,2,A,Jérémie Pignard,20,18,8,6,15,13,9,4,1,2,0,0
15/12/24,Brest,Nantes,4,1,H,2,0,H,Gaël Angoula,13,16,8,7,10,14,0,5,3,3,0,0
15/12/24,Le Havre,Strasbourg,0,3,A,0,2,A,Abdelatif Kherradji,11,9,1,5,11,7,3,2,0,1,0,0
15/12/24,Rennes,Angers,2,0,H,1,0,H,Hakim Ben El Hadj,7,3,4,0,18,12,2,1,3,1,0,0
15/12/24,Paris SG,Lyon,3,1,H,2,1,H,Benoît Bastien,13,7,6,3,7,8,4,3,2,3,0,0
18/12/24,Monaco,Paris SG,2,4,A,0,1,A,François Letexier,15,17,5,12,11,11,1,9,2,0,0,0
03/01/25,Nice,Rennes,3,2,H,3,1,H,Jérôme Brisard,9,10,6,5,11,14,3,3,3,3,1,0
04/01/25,St Etienne,Reims,3,1,H,0,1,A,Stéphanie Frappart,14,11,4,1,19,10,6,9,2,1,0,0
04/01/25,Lille,Nantes,1,1,D,1,0,H,Jérémie Pignard,13,6,3,2,6,10,2,0,1,2,0,0
04/01/25,Lyon,Montpellier,1,0,H,0,0,D,Thomas Léonard,12,16,2,6,8,10,3,5,1,2,0,0
05/01/25,Angers,Brest,2,0,H,1,0,H,Marc Bollengier,7,12,2,4,14,11,2,4,2,1,0,0
05/01/25,Lens,Toulouse,0,1,A,0,0,D,Hakim Ben El Hadj,14,8,1,4,20,12,7,1,5,2,1,0
05/01/25,Strasbourg,Auxerre,3,1,H,1,1,D,Florent Batta,11,14,4,7,10,13,4,3,1,2,0,0
05/01/25,Marseille,Le Havre,5,1,H,3,0,H,Willy Delajod,15,4,9,1,12,6,4,0,1,0,0,0
10/01/25,Nantes,Monaco,2,2,D,1,0,H,Marc Bollengier,10,15,4,7,17,14,3,11,3,0,0,0
10/01/25,Auxerre,Lille,0,0,D,0,0,D,Gaël Angoula,13,13,3,5,7,8,6,10,0,4,1,0
11/01/25,Brest,Lyon,2,1,H,2,1,H,Eric Wattellier,11,10,6,3,10,10,4,7,1,2,0,0
11/01/25,Reims,Nice,2,4,A,1,2,A,Willy Delajod,12,15,3,10,12,7,6,3,4,2,0,0
11/01/25,Rennes,Marseille,1,2,A,1,1,D,Abdelatif Kherradji,5,13,4,7,11,13,2,3,2,2,0,0
12/01/25,Le Havre,Lens,1,2,A,1,1,D,Clément Turpin,8,25,4,7,11,14,3,8,2,2,0,0
12/01/25,Montpellier,Angers,1,3,A,0,1,A,Benoît Millot,8,21,3,8,11,15,3,3,6,2,2,0
12/01/25,Toulouse,Strasbourg,1,2,A,1,2,A,Benoît Bastien,19,8,5,2,12,14,3,2,1,4,0,0
12/01/25,Paris SG,St Etienne,2,1,H,2,0,H,Mathieu Vernice,25,8,9,3,16,11,7,3,1,2,0,0
17/01/25,Montpellier,Monaco,2,1,H,0,1,A,Jérôme Brisard,12,26,4,11,7,9,4,16,1,2,0,0
17/01/25,Lille,Nice,2,1,H,0,1,A,François Letexier,11,11,4,3,13,13,7,7,1,3,0,0
18/01/25,Lens,Paris SG,1,2,A,1,0,H,Jérémie Pignard,10,9,5,7,12,8,6,1,2,2,0,0
18/01/25,Rennes,Brest,1,2,A,0,1,A,Benoît Bastien,22,10,9,3,13,11,4,4,2,3,0,0
18/01/25,Lyon,Toulouse,0,0,D,0,0,D,Thomas Léonard,11,13,3,4,8,8,8,5,1,0,0,0
19/01/25,St Etienne,Nantes,1,1,D,0,1,A,Jérémy Stinat,12,8,2,4,9,11,7,7,2,1,0,0
19/01/25,Angers,Auxerre,2,0,H,1,0,H,Stéphanie Frappart,12,10,4,4,9,10,4,2,2,1,0,1
19/01/25,Reims,Le Havre,1,1,D,1,0,H,Mathieu Vernice,11,7,3,2,9,8,6,6,2,2,0,0
19/01/25,Marseille,Strasbourg,1,1,D,0,1,A,Jérémie Pignard,18,7,3,3,13,14,9,3,3,3,0,0
24/01/25,Auxerre,St Etienne,1,1,D,1,1,D,Marc Bollengier,11,8,5,3,15,13,3,4,2,0,0,0
25/01/25,Monaco,Rennes,3,2,H,1,1,D,Jérémy Stinat,20,14,10,5,12,16,4,2,3,3,0,0
25/01/25,Strasbourg,Lille,2,1,H,0,1,A,Willy Delajod,11,15,7,6,10,9,6,7,4,2,0,0
25/01/25,Paris SG,Reims,1,1,D,0,0,D,Hakim Ben El Hadj,18,6,7,3,13,13,8,1,2,2,0,0
26/01/25,Le Havre,Brest,0,1,A,0,1,A,Romain Lissorgue,11,17,1,9,12,14,6,6,2,3,0,0
26/01/25,Lens,Angers,1,0,H,0,0,D,Abdelatif Kherradji,16,2,4,0,16,10,4,4,1,1,0,0
26/01/25,Nantes,Lyon,1,1,D,0,1,A,Benoît Bastien,7,15,5,4,14,11,4,8,3,1,0,0
26/01/25,Toulouse,Montpellier,1,2,A,0,0,D,Clément Turpin,15,6,6,4,9,15,6,2,1,2,0,0
26/01/25,Nice,Marseille,2,0,H,1,0,H,Eric Wattellier,14,18,5,6,12,9,6,12,1,1,0,0
31/01/25,Montpellier,Lens,0,2,A,0,1,A,Bastien Dechepy,14,19,2,5,12,17,4,5,4,3,0,0
01/02/25,Brest,Paris SG,2,5,A,0,1,A,Benoît Bastien,14,14,7,7,9,12,4,7,1,0,0,0
01/02/25,Monaco,Auxerre,4,2,H,1,2,A,Abdelatif Kherradji,11,12,6,7,17,15,5,4,2,2,0,0
01/02/25,Lille,St Etienne,4,1,H,1,1,D,Eric Wattellier,29,9,13,2,11,12,7,1,1,1,0,1
02/02/25,Toulouse,Nice,1,1,D,0,1,A,Thomas Léonard,15,13,4,3,20,20,7,2,2,2,0,0
02/02/25,Angers,Le Havre,1,1,D,0,0,D,Jérémie Pignard,17,13,2,5,8,19,4,2,2,4,1,1
02/02/25,Reims,Nantes,1,2,A,1,1,D,Benoît Millot,13,11,2,6,14,10,9,3,3,3,1,0
02/02/25,Rennes,Strasbourg,1,0,H,0,0,D,Stéphanie Frappart,13,7,3,3,14,10,6,2,3,3,0,0
02/02/25,Marseille,Lyon,3,2,H,0,0,D,Jérôme Brisard,20,10,11,4,13,10,6,2,4,1,0,0
07/02/25,Nantes,Brest,0,2,A,0,1,A,Jérémie Pignard,15,10,2,6,15,13,12,4,3,2,0,0
07/02/25,Paris SG,Monaco,4,1,H,1,1,D,Clément Turpin,16,9,7,3,9,11,1,1,1,0,0,0
08/02/25,Nice,Lens,2,0,H,1,0,H,Romain Lissorgue,16,12,8,3,6,19,7,3,1,4,0,1
08/02/25,Lille,Le Havre,1,2,A,0,1,A,Thomas Léonard,14,14,5,6,16,8,8,10,2,1,0,0
08/02/25,St Etienne,Rennes,0,2,A,0,1,A,Mathieu Vernice,9,21,3,9,13,6,2,4,1,5,0,0
09/02/25,Lyon,Reims,4,0,H,1,0,H,François Letexier,15,9,9,2,10,12,6,6,0,0,0,0
09/02/25,Auxerre,Toulouse,2,2,D,0,0,D,Jérôme Brisard,9,7,3,3,11,9,3,5,1,1,0,0
09/02/25,Strasbourg,Montpellier,2,0,H,1,0,H,Jérémy Stinat,22,11,6,2,12,12,6,2,1,4,0,0
09/02/25,Angers,Marseille,0,2,A,0,0,D,Hakim Ben El Hadj,5,18,0,10,10,8,1,7,1,2,0,0
14/02/25,Brest,Auxerre,2,2,D,0,1,A,Bastien Dechepy,18,11,6,6,9,12,6,4,2,2,0,0
15/02/25,Marseille,St Etienne,5,1,H,1,0,H,Abdelatif Kherradji,28,7,14,2,14,9,14,3,1,1,0,0
15/02/25,Monaco,Nantes,7,1,H,2,1,H,Thomas Léonard,22,6,11,2,18,9,9,1,1,1,0,1
15/02/25,Toulouse,Paris SG,0,1,A,0,0,D,Clément Turpin,14,20,4,6,9,6,5,2,2,0,0,0
16/02/25,Montpellier,Lyon,1,4,A,1,1,D,Willy Delajod,11,9,4,6,14,12,7,4,3,1,0,0
16/02/25,Le Havre,Nice,1,3,A,1,2,A,Stéphanie Frappart,14,9,4,3,14,16,6,2,2,2,0,1
16/02/25,Lens,Strasbourg,0,2,A,0,0,D,Benoît Millot,7,13,0,5,12,15,7,3,4,2,1,0
16/02/25,Reims,Angers,0,1,A,0,1,A,Pierre Gaillouste,16,10,4,3,13,6,1,4,2,1,0,0
16/02/25,Rennes,Lille,0,2,A,0,0,D,Jérémie Pignard,4,18,0,7,9,18,4,8,2,1,1,0
21/02/25,Rennes,Reims,1,0,H,1,0,H,Jérôme Brisard,26,3,5,0,15,7,9,2,1,2,0,2
22/02/25,Lille,Monaco,2,1,H,2,1,H,Benoît Bastien,9,13,6,3,11,18,1,6,4,2,0,0
22/02/25,St Etienne,Angers,3,3,D,1,2,A,Willy Delajod,19,13,8,4,13,16,4,3,3,0,0,0
22/02/25,Auxerre,Marseille,3,0,H,1,0,H,Jérémy Stinat,9,8,5,2,9,13,2,5,1,3,0,1
23/02/25,Nantes,Lens,3,1,H,1,0,H,François Letexier,17,14,8,4,13,18,2,11,2,4,0,1
23/02/25,Le Havre,Toulouse,1,4,A,0,1,A,François Letexier,11,11,3,5,11,13,5,3,0,2,1,0
23/02/25,Nice,Montpellier,2,0,H,1,0,H,Clément Turpin,16,13,6,1,17,15,8,5,1,1,0,0
23/02/25,Strasbourg,Brest,0,0,D,0,0,D,Jérémie Pignard,3,12,1,2,12,12,1,8,3,1,0,0
23/02/25,Lyon,Paris SG,2,3,A,0,0,D,Benoît Bastien,14,15,7,8,12,8,5,4,1,1,0,0
28/02/25,Monaco,Reims,3,0,H,2,0,H,Romain Lissorgue,23,9,9,5,7,7,7,2,0,0,0,0
01/03/25,St Etienne,Nice,1,3,A,1,1,D,Jérémy Stinat,12,16,3,9,10,11,3,4,2,1,0,0
01/03/25,Lens,Le Havre,3,4,A,2,2,D,Clément Turpin,20,8,7,4,12,11,9,2,2,2,0,0
01/03/25,Paris SG,Lille,4,1,H,4,0,H,Benoît Millot,26,6,11,2,6,10,9,3,0,1,0,0
02/03/25,Lyon,Brest,2,1,H,1,1,D,Benoît Millot,10,15,4,5,16,12,2,5,2,1,0,0
02/03/25,Angers,Toulouse,0,4,A,0,0,D,Jérémy Stinat,5,19,1,13,13,9,4,9,3,3,0,0
02/03/25,Auxerre,Strasbourg,0,1,A,0,0,D,Bastien Dechepy,14,6,5,3,10,10,5,3,1,3,0,1
02/03/25,Montpellier,Rennes,0,4,A,0,1,A,Willy Delajod,16,15,5,9,15,15,6,5,2,1,0,0
02/03/25,Marseille,Nantes,2,0,H,0,0,D,Stéphanie Frappart,21,8,5,2,14,15,3,2,1,2,0,0
07/03/25,Toulouse,Monaco,1,1,D,0,1,A,Eric Wattellier,8,13,3,3,16,17,3,5,1,3,0,0
08/03/25,Rennes,Paris SG,1,4,A,0,1,A,Clément Turpin,13,19,3,9,11,6,3,2,2,3,0,0
08/03/25,Lille,Montpellier,1,0,H,0,0,D,Jérémie Pignard,18,10,8,3,11,12,7,1,2,3,0,0
08/03/25,Marseille,Lens,0,1,A,0,0,D,Thomas Léonard,15,3,6,2,15,12,7,0,3,1,0,0
09/03/25,Brest,Angers,2,0,H,1,0,H,Benoît Millot,19,7,7,1,14,8,6,6,1,1,0,0
09/03/25,Le Havre,St Etienne,1,1,D,1,1,D,Clément Turpin,13,12,7,3,9,17,5,6,2,3,0,0
09/03/25,Nantes,Strasbourg,0,1,A,0,0,D,François Letexier,11,9,2,1,12,17,3,9,1,1,0,0
09/03/25,Reims,Auxerre,0,2,A,0,2,A,Benoît Bastien,18,13,4,9,9,13,6,12,1,1,0,0
