Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
18/08/93,Swindon,Oldham,0,1,A,,,,P Durkin,,,,,,,,,,,,
21/08/93,Blackburn,Oldham,1,0,H,,,,D Elleray,,,,,,,,,,,,
21/08/93,Coventry,West Ham,1,1,D,,,,G Hall,,,,,,,,,,,,
21/08/93,Everton,Sheffield United,4,2,H,,,,R Jones,,,,,,,,,,,,
21/08/93,Ipswich,Chelsea,1,0,H,,,,T Riley,,,,,,,,,,,,
21/08/93,Leeds,Norwich,0,4,A,,,,J Kelly,,,,,,,,,,,,
21/08/93,Man United,Newcastle,1,1,D,,,,A Baker,,,,,,,,,,,,
21/08/93,QPR,Southampton,2,1,H,,,,K Winter,,,,,,,,,,,,
21/08/93,Sheffield Weds,Arsenal,0,1,A,,,,S Lodge,,,,,,,,,,,,
21/08/93,Tottenham,Man City,1,0,H,,,,P Jones,,,,,,,,,,,,
21/08/93,Wimbledon,Aston Villa,2,2,D,,,,L Stevens,,,,,,,,,,,,
22/08/93,Swindon,Liverpool,0,5,A,,,,C Cooper,,,,,,,,,,,,
23/08/93,Aston Villa,Man United,1,2,A,,,,D Smith,,,,,,,,,,,,
24/08/93,Arsenal,Leeds,2,1,H,,,,N Graham,,,,,,,,,,,,
24/08/93,Man City,Blackburn,0,2,A,,,,S Dunn,,,,,,,,,,,,
24/08/93,Oldham,Coventry,3,3,D,,,,R Styles,,,,,,,,,,,,
24/08/93,Sheffield United,Wimbledon,2,1,H,,,,P Walton,,,,,,,,,,,,
25/08/93,Chelsea,QPR,2,0,H,,,,M Dean,,,,,,,,,,,,
25/08/93,Liverpool,Tottenham,1,2,A,,,,S Wicks,,,,,,,,,,,,
25/08/93,Newcastle,Everton,1,0,H,,,,M Riley,,,,,,,,,,,,
25/08/93,Norwich,Ipswich,1,0,H,,,,P Durkin,,,,,,,,,,,,
25/08/93,Southampton,Swindon,5,1,H,,,,D Elleray,,,,,,,,,,,,
25/08/93,West Ham,Sheffield Weds,2,0,H,,,,G Hall,,,,,,,,,,,,
27/08/93,Man City,Coventry,1,1,D,,,,R Jones,,,,,,,,,,,,
28/08/93,Arsenal,Everton,2,0,H,,,,T Riley,,,,,,,,,,,,
28/08/93,Aston Villa,Tottenham,1,0,H,,,,J Kelly,,,,,,,,,,,,
28/08/93,Chelsea,Sheffield Weds,1,1,D,,,,A Baker,,,,,,,,,,,,
28/08/93,Liverpool,Leeds,2,0,H,,,,K Winter,,,,,,,,,,,,
28/08/93,Norwich,Swindon,0,0,D,,,,S Lodge,,,,,,,,,,,,
28/08/93,Oldham,Wimbledon,1,1,D,,,,P Jones,,,,,,,,,,,,
28/08/93,Sheffield United,Ipswich,1,1,D,,,,L Stevens,,,,,,,,,,,,
28/08/93,Southampton,Man United,1,3,A,,,,C Cooper,,,,,,,,,,,,
28/08/93,West Ham,QPR,0,4,A,,,,D Smith,,,,,,,,,,,,
29/08/93,Newcastle,Blackburn,1,1,D,,,,N Graham,,,,,,,,,,,,
30/08/93,Leeds,Oldham,1,0,H,,,,S Dunn,,,,,,,,,,,,
31/08/93,Everton,Aston Villa,0,1,A,,,,R Styles,,,,,,,,,,,,
31/08/93,Ipswich,Newcastle,1,1,D,,,,P Walton,,,,,,,,,,,,
31/08/93,Wimbledon,Southampton,1,0,H,,,,M Dean,,,,,,,,,,,,
01/09/93,Blackburn,Arsenal,1,1,D,,,,S Wicks,,,,,,,,,,,,
01/09/93,Coventry,Liverpool,1,0,H,,,,M Riley,,,,,,,,,,,,
01/09/93,Man United,West Ham,3,0,H,,,,P Durkin,,,,,,,,,,,,
01/09/93,QPR,Sheffield United,2,1,H,,,,D Elleray,,,,,,,,,,,,
01/09/93,Sheffield Weds,Norwich,3,3,D,,,,G Hall,,,,,,,,,,,,
01/09/93,Swindon,Man City,1,3,A,,,,R Jones,,,,,,,,,,,,
01/09/93,Tottenham,Chelsea,1,1,D,,,,T Riley,,,,,,,,,,,,
11/09/93,Arsenal,Ipswich,4,0,H,,,,J Kelly,,,,,,,,,,,,
11/09/93,Aston Villa,Coventry,0,0,D,,,,A Baker,,,,,,,,,,,,
11/09/93,Chelsea,Man United,1,0,H,,,,K Winter,,,,,,,,,,,,
11/09/93,Man City,QPR,3,0,H,,,,S Lodge,,,,,,,,,,,,
11/09/93,Norwich,Wimbledon,0,1,A,,,,P Jones,,,,,,,,,,,,
11/09/93,Oldham,Everton,0,1,A,,,,L Stevens,,,,,,,,,,,,
11/09/93,Sheffield United,Tottenham,2,2,D,,,,C Cooper,,,,,,,,,,,,
11/09/93,Southampton,Leeds,0,2,A,,,,D Smith,,,,,,,,,,,,
11/09/93,West Ham,Swindon,0,0,D,,,,N Graham,,,,,,,,,,,,
12/09/93,Liverpool,Blackburn,0,1,A,,,,S Dunn,,,,,,,,,,,,
13/09/93,Newcastle,Sheffield Weds,4,2,H,,,,R Styles,,,,,,,,,,,,
18/09/93,Blackburn,West Ham,0,2,A,,,,P Walton,,,,,,,,,,,,
18/09/93,Coventry,Chelsea,1,1,D,,,,M Dean,,,,,,,,,,,,
18/09/93,Everton,Liverpool,2,0,H,,,,S Wicks,,,,,,,,,,,,
18/09/93,Ipswich,Aston Villa,1,2,A,,,,M Riley,,,,,,,,,,,,
18/09/93,Leeds,Sheffield United,2,1,H,,,,P Durkin,,,,,,,,,,,,
18/09/93,QPR,Norwich,2,2,D,,,,D Elleray,,,,,,,,,,,,
18/09/93,Sheffield Weds,Southampton,2,0,H,,,,G Hall,,,,,,,,,,,,
18/09/93,Swindon,Newcastle,2,2,D,,,,R Jones,,,,,,,,,,,,
18/09/93,Tottenham,Oldham,5,0,H,,,,T Riley,,,,,,,,,,,,
19/09/93,Man United,Arsenal,1,0,H,,,,J Kelly,,,,,,,,,,,,
20/09/93,Wimbledon,Man City,1,0,H,,,,A Baker,,,,,,,,,,,,
25/09/93,Arsenal,Southampton,1,0,H,,,,K Winter,,,,,,,,,,,,
25/09/93,Blackburn,Sheffield Weds,1,1,D,,,,S Lodge,,,,,,,,,,,,
25/09/93,Chelsea,Liverpool,1,0,H,,,,P Jones,,,,,,,,,,,,
25/09/93,Coventry,Leeds,0,2,A,,,,L Stevens,,,,,,,,,,,,
25/09/93,Everton,Norwich,1,5,A,,,,C Cooper,,,,,,,,,,,,
25/09/93,Man United,Swindon,4,2,H,,,,D Smith,,,,,,,,,,,,
25/09/93,Newcastle,West Ham,2,0,H,,,,N Graham,,,,,,,,,,,,
25/09/93,Oldham,Aston Villa,1,1,D,,,,S Dunn,,,,,,,,,,,,
25/09/93,Sheffield United,Man City,0,1,A,,,,R Styles,,,,,,,,,,,,
26/09/93,Ipswich,Tottenham,2,2,D,,,,P Walton,,,,,,,,,,,,
27/09/93,Wimbledon,QPR,1,1,D,,,,M Dean,,,,,,,,,,,,
02/10/93,Aston Villa,Newcastle,0,2,A,,,,S Wicks,,,,,,,,,,,,
02/10/93,Leeds,Wimbledon,4,0,H,,,,M Riley,,,,,,,,,,,,
02/10/93,Liverpool,Arsenal,0,0,D,,,,P Durkin,,,,,,,,,,,,
02/10/93,Norwich,Coventry,1,0,H,,,,D Elleray,,,,,,,,,,,,
02/10/93,QPR,Ipswich,3,0,H,,,,G Hall,,,,,,,,,,,,
02/10/93,Sheffield Weds,Man United,2,3,A,,,,R Jones,,,,,,,,,,,,
02/10/93,Southampton,Sheffield United,3,3,D,,,,T Riley,,,,,,,,,,,,
02/10/93,Swindon,Blackburn,1,3,A,,,,J Kelly,,,,,,,,,,,,
02/10/93,West Ham,Chelsea,1,0,H,,,,A Baker,,,,,,,,,,,,
03/10/93,Tottenham,Everton,3,2,H,,,,K Winter,,,,,,,,,,,,
04/10/93,Man City,Oldham,1,1,D,,,,S Lodge,,,,,,,,,,,,
16/10/93,Arsenal,Man City,0,0,D,,,,P Jones,,,,,,,,,,,,
16/10/93,Chelsea,Norwich,1,2,A,,,,L Stevens,,,,,,,,,,,,
16/10/93,Coventry,Southampton,1,1,D,,,,C Cooper,,,,,,,,,,,,
16/10/93,Liverpool,Oldham,2,1,H,,,,D Smith,,,,,,,,,,,,
16/10/93,Man United,Tottenham,2,1,H,,,,N Graham,,,,,,,,,,,,
16/10/93,Newcastle,QPR,1,2,A,,,,S Dunn,,,,,,,,,,,,
16/10/93,Sheffield Weds,Wimbledon,2,2,D,,,,R Styles,,,,,,,,,,,,
16/10/93,Swindon,Everton,1,1,D,,,,P Walton,,,,,,,,,,,,
16/10/93,West Ham,Aston Villa,0,0,D,,,,M Dean,,,,,,,,,,,,
17/10/93,Ipswich,Leeds,0,0,D,,,,S Wicks,,,,,,,,,,,,
18/10/93,Blackburn,Sheffield United,0,0,D,,,,M Riley,,,,,,,,,,,,
23/10/93,Aston Villa,Chelsea,1,0,H,,,,P Durkin,,,,,,,,,,,,
23/10/93,Everton,Man United,0,1,A,,,,D Elleray,,,,,,,,,,,,
23/10/93,Leeds,Blackburn,3,3,D,,,,G Hall,,,,,,,,,,,,
23/10/93,Man City,Liverpool,1,1,D,,,,R Jones,,,,,,,,,,,,
23/10/93,Norwich,West Ham,0,0,D,,,,T Riley,,,,,,,,,,,,
23/10/93,Oldham,Arsenal,0,0,D,,,,J Kelly,,,,,,,,,,,,
23/10/93,QPR,Coventry,5,1,H,,,,A Baker,,,,,,,,,,,,
23/10/93,Sheffield United,Sheffield Weds,1,1,D,,,,K Winter,,,,,,,,,,,,
23/10/93,Tottenham,Swindon,1,1,D,,,,S Lodge,,,,,,,,,,,,
24/10/93,Southampton,Newcastle,2,1,H,,,,P Jones,,,,,,,,,,,,
25/10/93,Wimbledon,Ipswich,0,2,A,,,,L Stevens,,,,,,,,,,,,
30/10/93,Arsenal,Norwich,0,0,D,,,,C Cooper,,,,,,,,,,,,
30/10/93,Blackburn,Tottenham,1,0,H,,,,D Smith,,,,,,,,,,,,
30/10/93,Chelsea,Oldham,0,1,A,,,,N Graham,,,,,,,,,,,,
30/10/93,Ipswich,Everton,0,2,A,,,,S Dunn,,,,,,,,,,,,
30/10/93,Liverpool,Southampton,4,2,H,,,,R Styles,,,,,,,,,,,,
30/10/93,Man United,QPR,2,1,H,,,,P Walton,,,,,,,,,,,,
30/10/93,Newcastle,Wimbledon,4,0,H,,,,M Dean,,,,,,,,,,,,
30/10/93,Sheffield Weds,Leeds,3,3,D,,,,S Wicks,,,,,,,,,,,,
30/10/93,Swindon,Aston Villa,1,2,A,,,,M Riley,,,,,,,,,,,,
31/10/93,Coventry,Sheffield United,0,0,D,,,,P Durkin,,,,,,,,,,,,
01/11/93,West Ham,Man City,3,1,H,,,,D Elleray,,,,,,,,,,,,
06/11/93,Arsenal,Aston Villa,1,2,A,,,,G Hall,,,,,,,,,,,,
06/11/93,Coventry,Everton,2,1,H,,,,R Jones,,,,,,,,,,,,
06/11/93,Ipswich,Sheffield Weds,1,4,A,,,,T Riley,,,,,,,,,,,,
06/11/93,Leeds,Chelsea,4,1,H,,,,J Kelly,,,,,,,,,,,,
06/11/93,Liverpool,West Ham,2,0,H,,,,A Baker,,,,,,,,,,,,
06/11/93,QPR,Blackburn,1,0,H,,,,K Winter,,,,,,,,,,,,
06/11/93,Sheffield United,Norwich,1,2,A,,,,S Lodge,,,,,,,,,,,,
06/11/93,Southampton,Tottenham,1,0,H,,,,P Jones,,,,,,,,,,,,
06/11/93,Wimbledon,Swindon,3,0,H,,,,L Stevens,,,,,,,,,,,,
07/11/93,Man City,Man United,2,3,A,,,,C Cooper,,,,,,,,,,,,
08/11/93,Oldham,Newcastle,1,3,A,,,,D Smith,,,,,,,,,,,,
20/11/93,Aston Villa,Sheffield United,1,0,H,,,,N Graham,,,,,,,,,,,,
20/11/93,Blackburn,Southampton,2,0,H,,,,S Dunn,,,,,,,,,,,,
20/11/93,Chelsea,Arsenal,0,2,A,,,,R Styles,,,,,,,,,,,,
20/11/93,Everton,QPR,0,3,A,,,,P Walton,,,,,,,,,,,,
20/11/93,Man United,Wimbledon,3,1,H,,,,M Dean,,,,,,,,,,,,
20/11/93,Norwich,Man City,1,1,D,,,,S Wicks,,,,,,,,,,,,
20/11/93,Sheffield Weds,Coventry,0,0,D,,,,M Riley,,,,,,,,,,,,
20/11/93,Swindon,Ipswich,2,2,D,,,,P Durkin,,,,,,,,,,,,
20/11/93,Tottenham,Leeds,1,1,D,,,,D Elleray,,,,,,,,,,,,
20/11/93,West Ham,Oldham,2,0,H,,,,G Hall,,,,,,,,,,,,
21/11/93,Newcastle,Liverpool,3,0,H,,,,R Jones,,,,,,,,,,,,
22/11/93,Chelsea,Man City,0,0,D,,,,T Riley,,,,,,,,,,,,
23/11/93,Blackburn,Coventry,2,1,H,,,,J Kelly,,,,,,,,,,,,
23/11/93,Everton,Leeds,1,1,D,,,,A Baker,,,,,,,,,,,,
24/11/93,Aston Villa,Southampton,0,2,A,,,,K Winter,,,,,,,,,,,,
24/11/93,Man United,Ipswich,0,0,D,,,,S Lodge,,,,,,,,,,,,
24/11/93,Newcastle,Sheffield United,4,0,H,,,,P Jones,,,,,,,,,,,,
24/11/93,Sheffield Weds,Oldham,3,0,H,,,,L Stevens,,,,,,,,,,,,
24/11/93,Swindon,QPR,1,0,H,,,,C Cooper,,,,,,,,,,,,
24/11/93,Tottenham,Wimbledon,1,1,D,,,,D Smith,,,,,,,,,,,,
24/11/93,West Ham,Arsenal,0,0,D,,,,N Graham,,,,,,,,,,,,
27/11/93,Arsenal,Newcastle,2,1,H,,,,S Dunn,,,,,,,,,,,,
27/11/93,Coventry,Man United,0,1,A,,,,R Styles,,,,,,,,,,,,
27/11/93,Ipswich,Blackburn,1,0,H,,,,P Walton,,,,,,,,,,,,
27/11/93,Leeds,Swindon,3,0,H,,,,M Dean,,,,,,,,,,,,
27/11/93,Man City,Sheffield Weds,1,3,A,,,,S Wicks,,,,,,,,,,,,
27/11/93,Oldham,Norwich,2,1,H,,,,M Riley,,,,,,,,,,,,
27/11/93,QPR,Tottenham,1,1,D,,,,P Durkin,,,,,,,,,,,,
27/11/93,Sheffield United,Chelsea,1,0,H,,,,D Elleray,,,,,,,,,,,,
27/11/93,Wimbledon,Everton,1,1,D,,,,G Hall,,,,,,,,,,,,
28/11/93,Liverpool,Aston Villa,2,1,H,,,,R Jones,,,,,,,,,,,,
29/11/93,Southampton,West Ham,0,2,A,,,,T Riley,,,,,,,,,,,,
04/12/93,Coventry,Arsenal,1,0,H,,,,J Kelly,,,,,,,,,,,,
04/12/93,Everton,Southampton,1,0,H,,,,A Baker,,,,,,,,,,,,
04/12/93,Ipswich,Oldham,0,0,D,,,,K Winter,,,,,,,,,,,,
04/12/93,Leeds,Man City,3,2,H,,,,S Lodge,,,,,,,,,,,,
04/12/93,Man United,Norwich,2,2,D,,,,P Jones,,,,,,,,,,,,
04/12/93,QPR,Aston Villa,2,2,D,,,,L Stevens,,,,,,,,,,,,
04/12/93,Sheffield Weds,Liverpool,3,1,H,,,,C Cooper,,,,,,,,,,,,
04/12/93,Swindon,Sheffield United,0,0,D,,,,D Smith,,,,,,,,,,,,
04/12/93,Tottenham,Newcastle,1,2,A,,,,N Graham,,,,,,,,,,,,
04/12/93,Wimbledon,West Ham,1,2,A,,,,S Dunn,,,,,,,,,,,,
05/12/93,Blackburn,Chelsea,2,0,H,,,,R Styles,,,,,,,,,,,,
006/12/93,Arsenal,Tottenham,1,1,D,,,,P Walton,,,,,,,,,,,,
07/12/93,Oldham,Swindon,2,1,H,,,,M Dean,,,,,,,,,,,,
07/12/93,Sheffield United,Man United,0,3,A,,,,S Wicks,,,,,,,,,,,,
08/12/93,Aston Villa,Sheffield Weds,2,2,D,,,,M Riley,,,,,,,,,,,,
08/12/93,Liverpool,QPR,3,2,H,,,,P Durkin,,,,,,,,,,,,
08/12/93,Man City,Everton,1,0,H,,,,D Elleray,,,,,,,,,,,,
08/12/93,Southampton,Ipswich,0,1,A,,,,G Hall,,,,,,,,,,,,
08/12/93,West Ham,Leeds,0,1,A,,,,R Jones,,,,,,,,,,,,
11/12/93,Aston Villa,Wimbledon,0,1,A,,,,T Riley,,,,,,,,,,,,
11/12/93,Chelsea,Ipswich,1,1,D,,,,J Kelly,,,,,,,,,,,,
11/12/93,Liverpool,Swindon,2,2,D,,,,A Baker,,,,,,,,,,,,
11/12/93,Man City,Tottenham,0,2,A,,,,K Winter,,,,,,,,,,,,
11/12/93,Newcastle,Man United,1,1,D,,,,S Lodge,,,,,,,,,,,,
11/12/93,Oldham,Blackburn,1,2,A,,,,P Jones,,,,,,,,,,,,
11/12/93,Sheffield United,Everton,0,0,D,,,,L Stevens,,,,,,,,,,,,
11/12/93,Southampton,QPR,0,1,A,,,,C Cooper,,,,,,,,,,,,
11/12/93,West Ham,Coventry,3,2,H,,,,D Smith,,,,,,,,,,,,
12/12/93,Arsenal,Sheffield Weds,1,0,H,,,,N Graham,,,,,,,,,,,,
13/12/93,Norwich,Leeds,2,1,H,,,,S Dunn,,,,,,,,,,,,
18/12/93,Blackburn,Man City,2,0,H,,,,R Styles,,,,,,,,,,,,
18/12/93,Coventry,Oldham,1,1,D,,,,P Walton,,,,,,,,,,,,
18/12/93,Everton,Newcastle,0,2,A,,,,M Dean,,,,,,,,,,,,
18/12/93,Ipswich,Norwich,2,1,H,,,,S Wicks,,,,,,,,,,,,
18/12/93,Leeds,Arsenal,2,1,H,,,,M Riley,,,,,,,,,,,,
18/12/93,Sheffield Weds,West Ham,5,0,H,,,,P Durkin,,,,,,,,,,,,
18/12/93,Swindon,Southampton,2,1,H,,,,D Elleray,,,,,,,,,,,,
18/12/93,Tottenham,Liverpool,3,3,D,,,,G Hall,,,,,,,,,,,,
18/12/93,Wimbledon,Sheffield United,2,0,H,,,,R Jones,,,,,,,,,,,,
19/12/93,Man United,Aston Villa,3,1,H,,,,T Riley,,,,,,,,,,,,
22/12/93,Newcastle,Leeds,1,1,D,,,,J Kelly,,,,,,,,,,,,
26/12/93,Man United,Blackburn,1,1,D,,,,A Baker,,,,,,,,,,,,
26/12/93,Sheffield United,Liverpool,0,0,D,,,,K Winter,,,,,,,,,,,,
26/12/93,Wimbledon,Coventry,1,2,A,,,,S Lodge,,,,,,,,,,,,
27/12/93,Everton,Sheffield Weds,0,2,A,,,,P Jones,,,,,,,,,,,,
27/12/93,Ipswich,West Ham,1,1,D,,,,L Stevens,,,,,,,,,,,,
27/12/93,QPR,Oldham,2,0,H,,,,C Cooper,,,,,,,,,,,,
27/12/93,Southampton,Chelsea,3,1,H,,,,D Smith,,,,,,,,,,,,
27/12/93,Swindon,Arsenal,0,4,A,,,,N Graham,,,,,,,,,,,,
27/12/93,Tottenham,Norwich,1,3,A,,,,S Dunn,,,,,,,,,,,,
28/12/93,Chelsea,Newcastle,1,0,H,,,,R Styles,,,,,,,,,,,,
28/12/93,Liverpool,Wimbledon,1,1,D,,,,P Walton,,,,,,,,,,,,
28/12/93,Man City,Southampton,1,1,D,,,,M Dean,,,,,,,,,,,,
28/12/93,West Ham,Tottenham,1,3,A,,,,S Wicks,,,,,,,,,,,,
29/12/93,Arsenal,Sheffield United,3,0,H,,,,M Riley,,,,,,,,,,,,
29/12/93,Blackburn,Everton,2,0,H,,,,P Durkin,,,,,,,,,,,,
29/12/93,Leeds,QPR,1,1,D,,,,D Elleray,,,,,,,,,,,,
29/12/93,Norwich,Aston Villa,1,2,A,,,,G Hall,,,,,,,,,,,,
29/12/93,Oldham,Man United,2,5,A,,,,R Jones,,,,,,,,,,,,
29/12/93,Sheffield Weds,Swindon,3,3,D,,,,T Riley,,,,,,,,,,,,
01/01/94,Aston Villa,Blackburn,0,1,A,,,,J Kelly,,,,,,,,,,,,
01/01/94,Everton,West Ham,0,1,A,,,,A Baker,,,,,,,,,,,,
01/01/94,Ipswich,Liverpool,1,2,A,,,,K Winter,,,,,,,,,,,,
01/01/94,Man United,Leeds,0,0,D,,,,S Lodge,,,,,,,,,,,,
01/01/94,Newcastle,Man City,2,0,H,,,,P Jones,,,,,,,,,,,,
01/01/94,QPR,Sheffield Weds,1,2,A,,,,L Stevens,,,,,,,,,,,,
01/01/94,Sheffield United,Oldham,2,1,H,,,,C Cooper,,,,,,,,,,,,
01/01/94,Southampton,Norwich,0,1,A,,,,D Smith,,,,,,,,,,,,
01/01/94,Swindon,Chelsea,1,3,A,,,,N Graham,,,,,,,,,,,,
01/01/94,Tottenham,Coventry,1,2,A,,,,S Dunn,,,,,,,,,,,,
01/01/94,Wimbledon,Arsenal,0,3,A,,,,R Styles,,,,,,,,,,,,
03/01/94,Arsenal,QPR,0,0,D,,,,P Walton,,,,,,,,,,,,
03/01/94,Chelsea,Everton,4,2,H,,,,M Dean,,,,,,,,,,,,
03/01/94,Coventry,Swindon,1,1,D,,,,S Wicks,,,,,,,,,,,,
03/01/94,Sheffield Weds,Tottenham,1,0,H,,,,M Riley,,,,,,,,,,,,
03/01/94,West Ham,Sheffield United,0,0,D,,,,P Durkin,,,,,,,,,,,,
04/01/94,Liverpool,Man United,3,3,D,,,,D Elleray,,,,,,,,,,,,
04/01/94,Norwich,Newcastle,1,2,A,,,,G Hall,,,,,,,,,,,,
15/01/94,Aston Villa,West Ham,3,1,H,,,,R Jones,,,,,,,,,,,,
15/01/94,Everton,Swindon,6,2,H,,,,T Riley,,,,,,,,,,,,
15/01/94,Leeds,Ipswich,0,0,D,,,,J Kelly,,,,,,,,,,,,
15/01/94,Man City,Arsenal,0,0,D,,,,A Baker,,,,,,,,,,,,
15/01/94,Norwich,Chelsea,1,1,D,,,,K Winter,,,,,,,,,,,,
15/01/94,Oldham,Liverpool,0,3,A,,,,S Lodge,,,,,,,,,,,,
15/01/94,Sheffield United,Blackburn,1,2,A,,,,P Jones,,,,,,,,,,,,
15/01/94,Southampton,Coventry,1,0,H,,,,L Stevens,,,,,,,,,,,,
15/01/94,Tottenham,Man United,0,1,A,,,,C Cooper,,,,,,,,,,,,
15/01/94,Wimbledon,Sheffield Weds,2,1,H,,,,D Smith,,,,,,,,,,,,
16/01/94,QPR,Newcastle,1,2,A,,,,N Graham,,,,,,,,,,,,
22/01/94,Arsenal,Oldham,1,1,D,,,,S Dunn,,,,,,,,,,,,
22/01/94,Chelsea,Aston Villa,1,1,D,,,,R Styles,,,,,,,,,,,,
22/01/94,Coventry,QPR,0,1,A,,,,P Walton,,,,,,,,,,,,
22/01/94,Ipswich,Wimbledon,0,0,D,,,,M Dean,,,,,,,,,,,,
22/01/94,Liverpool,Man City,2,1,H,,,,S Wicks,,,,,,,,,,,,
22/01/94,Man United,Everton,1,0,H,,,,M Riley,,,,,,,,,,,,
22/01/94,Newcastle,Southampton,1,2,A,,,,P Durkin,,,,,,,,,,,,
22/01/94,Sheffield Weds,Sheffield United,3,1,H,,,,D Elleray,,,,,,,,,,,,
22/01/94,Swindon,Tottenham,2,1,H,,,,G Hall,,,,,,,,,,,,
23/01/94,Blackburn,Leeds,2,1,H,,,,R Jones,,,,,,,,,,,,
24/01/94,West Ham,Norwich,3,3,D,,,,T Riley,,,,,,,,,,,,
02/02/94,Coventry,Ipswich,1,0,H,,,,J Kelly,,,,,,,,,,,,
05/02/94,Blackburn,Wimbledon,3,0,H,,,,A Baker,,,,,,,,,,,,
05/02/94,Everton,Chelsea,4,2,H,,,,K Winter,,,,,,,,,,,,
05/02/94,Man City,Ipswich,2,1,H,,,,S Lodge,,,,,,,,,,,,
05/02/94,Norwich,Liverpool,2,2,D,,,,P Jones,,,,,,,,,,,,
05/02/94,Oldham,Southampton,2,1,H,,,,L Stevens,,,,,,,,,,,,
05/02/94,QPR,Man United,2,3,A,,,,C Cooper,,,,,,,,,,,,
05/02/94,Swindon,Coventry,3,1,H,,,,D Smith,,,,,,,,,,,,
05/02/94,Tottenham,Sheffield Weds,1,3,A,,,,N Graham,,,,,,,,,,,,
06/02/94,Aston Villa,Leeds,1,0,H,,,,S Dunn,,,,,,,,,,,,
12/02/94,Aston Villa,Swindon,5,0,H,,,,R Styles,,,,,,,,,,,,
12/02/94,Everton,Ipswich,0,0,D,,,,P Walton,,,,,,,,,,,,
12/02/94,Man City,West Ham,0,0,D,,,,M Dean,,,,,,,,,,,,
12/02/94,Oldham,Chelsea,2,1,H,,,,S Wicks,,,,,,,,,,,,
12/02/94,Sheffield United,Coventry,2,2,D,,,,M Riley,,,,,,,,,,,,
12/02/94,Southampton,Blackburn,1,2,A,,,,P Durkin,,,,,,,,,,,,
12/02/94,Wimbledon,Man United,1,1,D,,,,D Elleray,,,,,,,,,,,,
14/02/94,Leeds,Tottenham,1,0,H,,,,G Hall,,,,,,,,,,,,
19/02/94,Arsenal,Swindon,3,0,H,,,,R Jones,,,,,,,,,,,,
19/02/94,Blackburn,Aston Villa,1,0,H,,,,T Riley,,,,,,,,,,,,
19/02/94,Chelsea,Southampton,2,0,H,,,,J Kelly,,,,,,,,,,,,
19/02/94,Coventry,Wimbledon,2,1,H,,,,A Baker,,,,,,,,,,,,
19/02/94,Ipswich,QPR,0,0,D,,,,K Winter,,,,,,,,,,,,
19/02/94,Man United,Oldham,3,2,H,,,,S Lodge,,,,,,,,,,,,
19/02/94,Newcastle,Norwich,3,0,H,,,,P Jones,,,,,,,,,,,,
19/02/94,Sheffield Weds,Everton,2,1,H,,,,L Stevens,,,,,,,,,,,,
19/02/94,Tottenham,West Ham,2,2,D,,,,C Cooper,,,,,,,,,,,,
20/02/94,Liverpool,Sheffield United,1,1,D,,,,D Smith,,,,,,,,,,,,
26/02/94,Aston Villa,Liverpool,2,1,H,,,,N Graham,,,,,,,,,,,,
26/02/94,Everton,Arsenal,0,2,A,,,,S Dunn,,,,,,,,,,,,
26/02/94,Man City,Newcastle,0,0,D,,,,R Styles,,,,,,,,,,,,
