Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
26/08/98,Sheffield Weds,Aston Villa,1,2,A,0,1,A,S Wicks,,,,,,,,,,,,
26/08/98,Wimbledon,West Ham,0,0,D,0,0,D,M Riley,,,,,,,,,,,,
29/08/98,Arsenal,Chelsea,0,0,D,0,0,D,P Durkin,,,,,,,,,,,,
29/08/98,Aston Villa,Liverpool,2,1,H,1,1,D,D Elleray,,,,,,,,,,,,
29/08/98,Charlton,Everton,0,0,D,0,0,D,G Hall,,,,,,,,,,,,
29/08/98,Derby,Blackburn,2,0,H,1,0,H,R Jones,,,,,,,,,,,,
29/08/98,Man United,West Ham,4,1,H,3,1,H,T Riley,,,,,,,,,,,,
29/08/98,Middlesbrough,Leicester,3,3,D,1,0,H,J Kelly,,,,,,,,,,,,
29/08/98,Nott'm Forest,Leeds,0,1,A,0,1,A,A Baker,,,,,,,,,,,,
29/08/98,Southampton,Newcastle,1,2,A,1,1,D,K Winter,,,,,,,,,,,,
29/08/98,Tottenham,Coventry,2,0,H,0,0,D,S Lodge,,,,,,,,,,,,
29/08/98,Wimbledon,Sheffield Weds,1,1,D,0,0,D,P Jones,,,,,,,,,,,,
08/09/98,Chelsea,Arsenal,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
08/09/98,Liverpool,Aston Villa,2,4,A,1,3,A,C Cooper,,,,,,,,,,,,
12/09/98,Arsenal,Man United,3,0,H,2,0,H,D Smith,,,,,,,,,,,,
12/09/98,Blackburn,Liverpool,1,2,A,1,0,H,N Graham,,,,,,,,,,,,
12/09/98,Chelsea,Tottenham,2,0,H,1,0,H,S Dunn,,,,,,,,,,,,
12/09/98,Coventry,Charlton,0,0,D,0,0,D,R Styles,,,,,,,,,,,,
12/09/98,Everton,Middlesbrough,2,2,D,1,1,D,P Walton,,,,,,,,,,,,
12/09/98,Leeds,Derby,1,0,H,1,0,H,M Dean,,,,,,,,,,,,
12/09/98,Leicester,Nott'm Forest,1,1,D,0,0,D,S Wicks,,,,,,,,,,,,
12/09/98,Newcastle,Wimbledon,1,1,D,1,0,H,M Riley,,,,,,,,,,,,
12/09/98,West Ham,Southampton,1,0,H,1,0,H,P Durkin,,,,,,,,,,,,
14/09/98,Sheffield Weds,Leicester,0,0,D,0,0,D,D Elleray,,,,,,,,,,,,
19/09/98,Aston Villa,Tottenham,3,2,H,2,1,H,G Hall,,,,,,,,,,,,
19/09/98,Charlton,Derby,2,1,H,1,1,D,R Jones,,,,,,,,,,,,
19/09/98,Man United,Southampton,0,0,D,0,0,D,T Riley,,,,,,,,,,,,
19/09/98,Middlesbrough,Nott'm Forest,1,2,A,1,0,H,J Kelly,,,,,,,,,,,,
19/09/98,Newcastle,Liverpool,1,4,A,0,3,A,A Baker,,,,,,,,,,,,
19/09/98,Sheffield Weds,Blackburn,3,0,H,1,0,H,K Winter,,,,,,,,,,,,
19/09/98,Wimbledon,Chelsea,0,3,A,0,2,A,S Lodge,,,,,,,,,,,,
19/09/98,West Ham,Coventry,2,0,H,1,0,H,P Jones,,,,,,,,,,,,
20/09/98,Everton,Arsenal,1,0,H,0,0,D,L Stevens,,,,,,,,,,,,
26/09/98,Arsenal,Middlesbrough,1,1,D,1,0,H,C Cooper,,,,,,,,,,,,
26/09/98,Blackburn,Man United,2,3,A,2,1,H,D Smith,,,,,,,,,,,,
26/09/98,Chelsea,Everton,1,0,H,0,0,D,N Graham,,,,,,,,,,,,
26/09/98,Coventry,Wimbledon,0,1,A,0,1,A,S Dunn,,,,,,,,,,,,
26/09/98,Derby,Leicester,2,0,H,2,0,H,R Styles,,,,,,,,,,,,
26/09/98,Leeds,Aston Villa,0,0,D,0,0,D,P Walton,,,,,,,,,,,,
26/09/98,Liverpool,Sheffield Weds,1,1,D,0,0,D,M Dean,,,,,,,,,,,,
26/09/98,Nott'm Forest,Newcastle,2,1,H,1,1,D,S Wicks,,,,,,,,,,,,
26/09/98,Southampton,Charlton,5,0,H,1,0,H,M Riley,,,,,,,,,,,,
26/09/98,Tottenham,West Ham,1,2,A,0,1,A,P Durkin,,,,,,,,,,,,
03/10/98,Aston Villa,Derby,2,1,H,1,0,H,D Elleray,,,,,,,,,,,,
03/10/98,Charlton,Liverpool,0,1,A,0,0,D,G Hall,,,,,,,,,,,,
03/10/98,Everton,Blackburn,1,2,A,1,1,D,R Jones,,,,,,,,,,,,
03/10/98,Leicester,Chelsea,2,4,A,0,2,A,T Riley,,,,,,,,,,,,
03/10/98,Man United,Southampton,3,0,H,1,0,H,J Kelly,,,,,,,,,,,,
03/10/98,Middlesbrough,Tottenham,0,0,D,0,0,D,A Baker,,,,,,,,,,,,
03/10/98,Newcastle,Arsenal,1,1,D,0,0,D,K Winter,,,,,,,,,,,,
03/10/98,Sheffield Weds,Coventry,3,1,H,1,1,D,S Lodge,,,,,,,,,,,,
03/10/98,Wimbledon,Nott'm Forest,2,1,H,1,0,H,P Jones,,,,,,,,,,,,
03/10/98,West Ham,Leeds,1,0,H,1,0,H,L Stevens,,,,,,,,,,,,
17/10/98,Arsenal,Wimbledon,1,0,H,0,0,D,C Cooper,,,,,,,,,,,,
17/10/98,Blackburn,Leicester,0,1,A,0,0,D,D Smith,,,,,,,,,,,,
17/10/98,Chelsea,Middlesbrough,1,1,D,1,1,D,N Graham,,,,,,,,,,,,
17/10/98,Coventry,Southampton,0,0,D,0,0,D,S Dunn,,,,,,,,,,,,
17/10/98,Derby,Everton,2,1,H,1,0,H,R Styles,,,,,,,,,,,,
17/10/98,Leeds,West Ham,2,0,H,0,0,D,P Walton,,,,,,,,,,,,
17/10/98,Liverpool,Charlton,2,2,D,0,1,A,M Dean,,,,,,,,,,,,
17/10/98,Nott'm Forest,Man United,0,4,A,0,2,A,S Wicks,,,,,,,,,,,,
17/10/98,Sheffield Weds,Newcastle,2,0,H,0,0,D,M Riley,,,,,,,,,,,,
17/10/98,Tottenham,Aston Villa,2,1,H,1,0,H,P Durkin,,,,,,,,,,,,
24/10/98,Aston Villa,Chelsea,2,1,H,1,1,D,D Elleray,,,,,,,,,,,,
24/10/98,Charlton,Tottenham,1,0,H,0,0,D,G Hall,,,,,,,,,,,,
24/10/98,Everton,Leeds,0,0,D,0,0,D,R Jones,,,,,,,,,,,,
24/10/98,Leicester,Derby,1,1,D,0,1,A,T Riley,,,,,,,,,,,,
24/10/98,Man United,Blackburn,3,2,H,2,1,H,J Kelly,,,,,,,,,,,,
24/10/98,Middlesbrough,Arsenal,2,3,A,2,0,H,A Baker,,,,,,,,,,,,
24/10/98,Newcastle,Nott'm Forest,2,0,H,2,0,H,K Winter,,,,,,,,,,,,
24/10/98,Southampton,Coventry,3,3,D,1,0,H,S Lodge,,,,,,,,,,,,
24/10/98,Wimbledon,Liverpool,1,1,D,0,1,A,P Jones,,,,,,,,,,,,
24/10/98,West Ham,Sheffield Weds,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
31/10/98,Arsenal,Blackburn,1,0,H,0,0,D,C Cooper,,,,,,,,,,,,
31/10/98,Chelsea,Man United,1,1,D,1,0,H,D Smith,,,,,,,,,,,,
31/10/98,Coventry,Everton,1,1,D,1,1,D,N Graham,,,,,,,,,,,,
31/10/98,Derby,Aston Villa,2,2,D,2,1,H,S Dunn,,,,,,,,,,,,
31/10/98,Leeds,Charlton,1,0,H,0,0,D,R Styles,,,,,,,,,,,,
31/10/98,Liverpool,Wimbledon,3,1,H,1,0,H,P Walton,,,,,,,,,,,,
31/10/98,Nott'm Forest,West Ham,0,0,D,0,0,D,M Dean,,,,,,,,,,,,
31/10/98,Sheffield Weds,Middlesbrough,2,2,D,1,1,D,S Wicks,,,,,,,,,,,,
31/10/98,Southampton,Leicester,2,1,H,0,1,A,M Riley,,,,,,,,,,,,
31/10/98,Tottenham,Newcastle,2,0,H,1,0,H,P Durkin,,,,,,,,,,,,
08/11/98,Aston Villa,Man United,2,1,H,0,1,A,D Elleray,,,,,,,,,,,,
08/11/98,Blackburn,Tottenham,0,2,A,0,1,A,G Hall,,,,,,,,,,,,
08/11/98,Charlton,Chelsea,1,1,D,1,0,H,R Jones,,,,,,,,,,,,
08/11/98,Everton,Coventry,2,2,D,1,1,D,T Riley,,,,,,,,,,,,
08/11/98,Leicester,Southampton,0,1,A,0,0,D,J Kelly,,,,,,,,,,,,
08/11/98,Middlesbrough,Sheffield Weds,1,1,D,0,1,A,A Baker,,,,,,,,,,,,
08/11/98,Newcastle,Arsenal,1,1,D,1,0,H,K Winter,,,,,,,,,,,,
08/11/98,Wimbledon,Derby,0,0,D,0,0,D,S Lodge,,,,,,,,,,,,
08/11/98,West Ham,Nott'm Forest,2,1,H,1,1,D,P Jones,,,,,,,,,,,,
21/11/98,Arsenal,Tottenham,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
21/11/98,Blackburn,Aston Villa,1,2,A,0,1,A,C Cooper,,,,,,,,,,,,
21/11/98,Chelsea,Derby,2,1,H,1,1,D,D Smith,,,,,,,,,,,,
21/11/98,Coventry,Leeds,2,1,H,1,1,D,N Graham,,,,,,,,,,,,
21/11/98,Leicester,Everton,1,0,H,1,0,H,S Dunn,,,,,,,,,,,,
21/11/98,Man United,Wimbledon,5,1,H,2,1,H,R Styles,,,,,,,,,,,,
21/11/98,Middlesbrough,Charlton,2,0,H,0,0,D,P Walton,,,,,,,,,,,,
21/11/98,Nott'm Forest,Liverpool,2,1,H,1,1,D,M Dean,,,,,,,,,,,,
21/11/98,Sheffield Weds,Southampton,0,0,D,0,0,D,S Wicks,,,,,,,,,,,,
21/11/98,West Ham,Newcastle,2,0,H,1,0,H,M Riley,,,,,,,,,,,,
28/11/98,Aston Villa,Coventry,1,1,D,1,1,D,P Durkin,,,,,,,,,,,,
28/11/98,Charlton,Nott'm Forest,0,1,A,0,0,D,D Elleray,,,,,,,,,,,,
28/11/98,Derby,Man United,3,2,H,1,1,D,G Hall,,,,,,,,,,,,
28/11/98,Everton,Newcastle,1,0,H,0,0,D,R Jones,,,,,,,,,,,,
28/11/98,Leeds,Blackburn,0,0,D,0,0,D,T Riley,,,,,,,,,,,,
28/11/98,Liverpool,Everton,1,0,H,1,0,H,J Kelly,,,,,,,,,,,,
28/11/98,Southampton,Arsenal,3,3,D,1,2,A,A Baker,,,,,,,,,,,,
28/11/98,Tottenham,Sheffield Weds,1,0,H,1,0,H,K Winter,,,,,,,,,,,,
28/11/98,Wimbledon,Middlesbrough,3,1,H,1,1,D,S Lodge,,,,,,,,,,,,
05/12/98,Arsenal,Aston Villa,0,0,D,0,0,D,P Jones,,,,,,,,,,,,
05/12/98,Blackburn,Wimbledon,1,0,H,1,0,H,L Stevens,,,,,,,,,,,,
05/12/98,Coventry,Tottenham,1,1,D,1,1,D,C Cooper,,,,,,,,,,,,
05/12/98,Everton,Liverpool,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
05/12/98,Leicester,Leeds,0,0,D,0,0,D,N Graham,,,,,,,,,,,,
05/12/98,Man United,Chelsea,1,0,H,1,0,H,S Dunn,,,,,,,,,,,,
05/12/98,Middlesbrough,West Ham,0,0,D,0,0,D,R Styles,,,,,,,,,,,,
05/12/98,Newcastle,Charlton,0,0,D,0,0,D,P Walton,,,,,,,,,,,,
05/12/98,Nott'm Forest,Sheffield Weds,1,1,D,0,1,A,M Dean,,,,,,,,,,,,
05/12/98,Southampton,Derby,0,0,D,0,0,D,S Wicks,,,,,,,,,,,,
12/12/98,Aston Villa,Blackburn,2,0,H,0,0,D,M Riley,,,,,,,,,,,,
12/12/98,Charlton,Arsenal,0,1,A,0,1,A,P Durkin,,,,,,,,,,,,
12/12/98,Chelsea,Southampton,2,1,H,0,0,D,D Elleray,,,,,,,,,,,,
12/12/98,Derby,Middlesbrough,2,1,H,1,0,H,G Hall,,,,,,,,,,,,
12/12/98,Leeds,Newcastle,3,0,H,2,0,H,R Jones,,,,,,,,,,,,
12/12/98,Liverpool,West Ham,0,1,A,0,0,D,T Riley,,,,,,,,,,,,
12/12/98,Sheffield Weds,Everton,0,0,D,0,0,D,J Kelly,,,,,,,,,,,,
12/12/98,Tottenham,Leicester,1,2,A,0,1,A,A Baker,,,,,,,,,,,,
13/12/98,Wimbledon,Nott'm Forest,2,1,H,0,1,A,K Winter,,,,,,,,,,,,
16/12/98,Man United,Tottenham,2,2,D,1,1,D,S Lodge,,,,,,,,,,,,
19/12/98,Everton,Tottenham,0,0,D,0,0,D,P Jones,,,,,,,,,,,,
19/12/98,Leicester,Charlton,1,0,H,0,0,D,L Stevens,,,,,,,,,,,,
19/12/98,Middlesbrough,Aston Villa,0,4,A,0,2,A,C Cooper,,,,,,,,,,,,
19/12/98,Newcastle,Southampton,2,1,H,1,1,D,D Smith,,,,,,,,,,,,
19/12/98,Nott'm Forest,Wimbledon,1,0,H,1,0,H,N Graham,,,,,,,,,,,,
19/12/98,West Ham,Derby,5,1,H,2,0,H,S Dunn,,,,,,,,,,,,
20/12/98,Arsenal,Leeds,3,1,H,1,1,D,R Styles,,,,,,,,,,,,
20/12/98,Liverpool,Blackburn,2,0,H,1,0,H,P Walton,,,,,,,,,,,,
26/12/98,Arsenal,West Ham,1,0,H,1,0,H,M Dean,,,,,,,,,,,,
26/12/98,Charlton,Aston Villa,0,1,A,0,1,A,S Wicks,,,,,,,,,,,,
26/12/98,Chelsea,Coventry,2,1,H,1,1,D,M Riley,,,,,,,,,,,,
26/12/98,Derby,Liverpool,3,2,H,2,1,H,P Durkin,,,,,,,,,,,,
26/12/98,Leeds,Newcastle,2,0,H,0,0,D,D Elleray,,,,,,,,,,,,
26/12/98,Leicester,Man United,2,3,A,2,1,H,G Hall,,,,,,,,,,,,
26/12/98,Southampton,Wimbledon,1,1,D,1,0,H,R Jones,,,,,,,,,,,,
26/12/98,Tottenham,Everton,4,1,H,1,0,H,T Riley,,,,,,,,,,,,
27/12/98,Blackburn,Sheffield Weds,3,0,H,0,0,D,J Kelly,,,,,,,,,,,,
28/12/98,Aston Villa,Charlton,4,1,H,2,0,H,A Baker,,,,,,,,,,,,
28/12/98,Coventry,Middlesbrough,2,1,H,1,0,H,K Winter,,,,,,,,,,,,
28/12/98,Everton,Tottenham,0,1,A,0,0,D,S Lodge,,,,,,,,,,,,
28/12/98,Liverpool,Derby,1,2,A,0,2,A,P Jones,,,,,,,,,,,,
28/12/98,Man United,Chelsea,1,0,H,0,0,D,L Stevens,,,,,,,,,,,,
28/12/98,Middlesbrough,Coventry,1,1,D,1,1,D,C Cooper,,,,,,,,,,,,
28/12/98,Newcastle,Leicester,1,0,H,0,0,D,D Smith,,,,,,,,,,,,
28/12/98,Sheffield Weds,Nott'm Forest,0,1,A,0,0,D,N Graham,,,,,,,,,,,,
28/12/98,Wimbledon,Southampton,0,0,D,0,0,D,S Dunn,,,,,,,,,,,,
29/12/98,West Ham,Arsenal,1,1,D,0,1,A,R Styles,,,,,,,,,,,,
09/01/99,Aston Villa,Liverpool,2,4,A,0,1,A,P Walton,,,,,,,,,,,,
09/01/99,Charlton,Leeds,1,1,D,1,1,D,M Dean,,,,,,,,,,,,
09/01/99,Chelsea,Southampton,2,0,H,0,0,D,S Wicks,,,,,,,,,,,,
09/01/99,Coventry,West Ham,0,2,A,0,1,A,M Riley,,,,,,,,,,,,
09/01/99,Derby,Wimbledon,0,2,A,0,1,A,P Durkin,,,,,,,,,,,,
09/01/99,Everton,Middlesbrough,5,0,H,2,0,H,D Elleray,,,,,,,,,,,,
09/01/99,Leicester,Arsenal,1,2,A,0,1,A,G Hall,,,,,,,,,,,,
09/01/99,Nott'm Forest,Man United,1,8,A,1,2,A,R Jones,,,,,,,,,,,,
09/01/99,Sheffield Weds,Newcastle,0,0,D,0,0,D,T Riley,,,,,,,,,,,,
16/01/99,Arsenal,Liverpool,0,0,D,0,0,D,J Kelly,,,,,,,,,,,,
16/01/99,Charlton,Leicester,0,1,A,0,0,D,A Baker,,,,,,,,,,,,
16/01/99,Leeds,Chelsea,0,1,A,0,0,D,K Winter,,,,,,,,,,,,
16/01/99,Man United,Everton,1,0,H,1,0,H,S Lodge,,,,,,,,,,,,
16/01/99,Middlesbrough,Derby,0,0,D,0,0,D,P Jones,,,,,,,,,,,,
16/01/99,Newcastle,Blackburn,2,1,H,0,1,A,L Stevens,,,,,,,,,,,,
16/01/99,Southampton,Nott'm Forest,2,1,H,1,0,H,C Cooper,,,,,,,,,,,,
16/01/99,Tottenham,Sheffield Weds,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
16/01/99,West Ham,Aston Villa,0,0,D,0,0,D,N Graham,,,,,,,,,,,,
16/01/99,Wimbledon,Coventry,2,2,D,2,1,H,S Dunn,,,,,,,,,,,,
27/01/99,Blackburn,Middlesbrough,1,0,H,0,0,D,R Styles,,,,,,,,,,,,
27/01/99,Derby,Aston Villa,1,0,H,0,0,D,P Walton,,,,,,,,,,,,
30/01/99,Aston Villa,Blackburn,3,0,H,2,0,H,M Dean,,,,,,,,,,,,
30/01/99,Derby,Southampton,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
30/01/99,Everton,Charlton,4,1,H,2,0,H,M Riley,,,,,,,,,,,,
30/01/99,Leeds,Wimbledon,2,1,H,0,1,A,P Durkin,,,,,,,,,,,,
30/01/99,Liverpool,Leicester,2,0,H,1,0,H,D Elleray,,,,,,,,,,,,
30/01/99,Middlesbrough,Man United,0,1,A,0,0,D,G Hall,,,,,,,,,,,,
30/01/99,Newcastle,Arsenal,1,1,D,0,1,A,R Jones,,,,,,,,,,,,
30/01/99,Nott'm Forest,Coventry,0,1,A,0,0,D,T Riley,,,,,,,,,,,,
30/01/99,Sheffield Weds,Chelsea,0,0,D,0,0,D,J Kelly,,,,,,,,,,,,
30/01/99,Tottenham,West Ham,2,1,H,0,1,A,A Baker,,,,,,,,,,,,
06/02/99,Arsenal,Southampton,1,0,H,0,0,D,K Winter,,,,,,,,,,,,
06/02/99,Charlton,Tottenham,1,1,D,0,1,A,S Lodge,,,,,,,,,,,,
06/02/99,Chelsea,Everton,3,1,H,1,1,D,P Jones,,,,,,,,,,,,
006/02/99,Coventry,Sheffield Weds,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
06/02/99,Leeds,Leicester,0,1,A,0,0,D,C Cooper,,,,,,,,,,,,
06/02/99,Man United,Middlesbrough,2,1,H,1,1,D,D Smith,,,,,,,,,,,,
06/02/99,Wimbledon,Blackburn,1,2,A,1,1,D,N Graham,,,,,,,,,,,,
13/02/99,Aston Villa,Newcastle,1,2,A,0,0,D,S Dunn,,,,,,,,,,,,
13/02/99,Blackburn,Nott'm Forest,1,1,D,1,0,H,R Styles,,,,,,,,,,,,
13/02/99,Coventry,Leeds,0,0,D,0,0,D,P Walton,,,,,,,,,,,,
13/02/99,Derby,Tottenham,0,1,A,0,0,D,M Dean,,,,,,,,,,,,
13/02/99,Everton,West Ham,6,0,H,3,0,H,S Wicks,,,,,,,,,,,,
13/02/99,Leicester,Wimbledon,2,1,H,1,1,D,M Riley,,,,,,,,,,,,
13/02/99,Middlesbrough,Charlton,1,1,D,0,1,A,P Durkin,,,,,,,,,,,,
13/02/99,Southampton,Man United,0,3,A,0,1,A,D Elleray,,,,,,,,,,,,
13/02/99,Sheffield Weds,Arsenal,0,3,A,0,1,A,G Hall,,,,,,,,,,,,
20/02/99,Charlton,Southampton,0,1,A,0,0,D,R Jones,,,,,,,,,,,,
20/02/99,Chelsea,Derby,2,1,H,1,1,D,T Riley,,,,,,,,,,,,
20/02/99,Leeds,Everton,2,0,H,1,0,H,J Kelly,,,,,,,,,,,,
20/02/99,Liverpool,Middlesbrough,1,0,H,1,0,H,A Baker,,,,,,,,,,,,
20/02/99,Newcastle,Coventry,4,1,H,2,1,H,K Winter,,,,,,,,,,,,
20/02/99,Nott'm Forest,Leicester,0,1,A,0,0,D,S Lodge,,,,,,,,,,,,
20/02/99,Tottenham,Blackburn,2,3,A,1,2,A,P Jones,,,,,,,,,,,,
20/02/99,Wimbledon,Aston Villa,1,2,A,1,0,H,L Stevens,,,,,,,,,,,,
20/02/99,West Ham,Man United,1,1,D,1,0,H,C Cooper,,,,,,,,,,,,
27/02/99,Arsenal,Sheffield Weds,3,0,H,2,0,H,D Smith,,,,,,,,,,,,
27/02/99,Aston Villa,West Ham,2,0,H,0,0,D,N Graham,,,,,,,,,,,,
27/02/99,Blackburn,Leeds,1,0,H,1,0,H,S Dunn,,,,,,,,,,,,
27/02/99,Coventry,Liverpool,1,1,D,0,0,D,R Styles,,,,,,,,,,,,
27/02/99,Derby,Nott'm Forest,2,2,D,0,1,A,P Walton,,,,,,,,,,,,
27/02/99,Everton,Wimbledon,2,1,H,1,0,H,M Dean,,,,,,,,,,,,
27/02/99,Leicester,Middlesbrough,2,1,H,1,0,H,S Wicks,,,,,,,,,,,,
27/02/99,Man United,Charlton,3,0,H,1,0,H,M Riley,,,,,,,,,,,,
27/02/99,Southampton,Tottenham,2,2,D,1,0,H,P Durkin,,,,,,,,,,,,
06/03/99,Charlton,Arsenal,0,0,D,0,0,D,D Elleray,,,,,,,,,,,,
06/03/99,Leeds,Derby,4,1,H,2,0,H,G Hall,,,,,,,,,,,,
06/03/99,Liverpool,Blackburn,2,0,H,1,0,H,R Jones,,,,,,,,,,,,
06/03/99,Middlesbrough,West Ham,0,0,D,0,0,D,T Riley,,,,,,,,,,,,
06/03/99,Newcastle,Man United,1,1,D,0,0,D,J Kelly,,,,,,,,,,,,
006/03/99,Nott'm Forest,Aston Villa,2,2,D,1,1,D,A Baker,,,,,,,,,,,,
06/03/99,Tottenham,Chelsea,2,2,D,2,0,H,K Winter,,,,,,,,,,,,
06/03/99,Wimbledon,Leicester,1,0,H,0,0,D,S Lodge,,,,,,,,,,,,
10/03/99,Sheffield Weds,Coventry,2,2,D,1,1,D,P Jones,,,,,,,,,,,,
13/03/99,Aston Villa,Liverpool,2,1,H,0,1,A,L Stevens,,,,,,,,,,,,
13/03/99,Blackburn,Everton,2,1,H,1,1,D,C Cooper,,,,,,,,,,,,
13/03/99,Chelsea,Southampton,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
13/03/99,Coventry,Man United,0,1,A,0,0,D,N Graham,,,,,,,,,,,,
13/03/99,Derby,Charlton,2,1,H,1,1,D,S Dunn,,,,,,,,,,,,
13/03/99,Leicester,Sheffield Weds,1,1,D,1,0,H,R Styles,,,,,,,,,,,,
13/03/99,Tottenham,Wimbledon,1,0,H,0,0,D,P Walton,,,,,,,,,,,,
14/03/99,West Ham,Newcastle,2,0,H,2,0,H,M Dean,,,,,,,,,,,,
20/03/99,Arsenal,Everton,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
20/03/99,Charlton,West Ham,2,2,D,1,1,D,M Riley,,,,,,,,,,,,
20/03/99,Chelsea,Aston Villa,2,2,D,1,1,D,P Durkin,,,,,,,,,,,,
20/03/99,Leeds,Blackburn,3,2,H,1,1,D,D Elleray,,,,,,,,,,,,
20/03/99,Liverpool,Coventry,2,0,H,1,0,H,G Hall,,,,,,,,,,,,
20/03/99,Man United,Derby,1,0,H,1,0,H,R Jones,,,,,,,,,,,,
20/03/99,Middlesbrough,Leicester,2,3,A,2,1,H,T Riley,,,,,,,,,,,,
20/03/99,Newcastle,Nott'm Forest,2,1,H,1,1,D,J Kelly,,,,,,,,,,,,
20/03/99,Southampton,Sheffield Weds,0,0,D,0,0,D,A Baker,,,,,,,,,,,,
20/03/99,Wimbledon,Tottenham,1,0,H,0,0,D,K Winter,,,,,,,,,,,,
03/04/99,Aston Villa,Leeds,0,0,D,0,0,D,S Lodge,,,,,,,,,,,,
03/04/99,Blackburn,Chelsea,1,0,H,1,0,H,P Jones,,,,,,,,,,,,
03/04/99,Coventry,Everton,1,0,H,1,0,H,L Stevens,,,,,,,,,,,,
03/04/99,Derby,Nott'm Forest,2,0,H,0,0,D,C Cooper,,,,,,,,,,,,
03/04/99,Leicester,Wimbledon,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
03/04/99,Middlesbrough,Southampton,3,0,H,1,0,H,N Graham,,,,,,,,,,,,
03/04/99,Sheffield Weds,Man United,0,2,A,0,0,D,S Dunn,,,,,,,,,,,,
03/04/99,Tottenham,Arsenal,1,3,A,1,2,A,R Styles,,,,,,,,,,,,
03/04/99,West Ham,Liverpool,2,1,H,1,0,H,P Walton,,,,,,,,,,,,
05/04/99,Arsenal,Coventry,2,0,H,1,0,H,M Dean,,,,,,,,,,,,
05/04/99,Everton,Derby,0,0,D,0,0,D,S Wicks,,,,,,,,,,,,
05/04/99,Liverpool,Man United,2,2,D,0,1,A,M Riley,,,,,,,,,,,,
005/04/99,Nott'm Forest,Charlton,0,0,D,0,0,D,P Durkin,,,,,,,,,,,,
06/04/99,Chelsea,Middlesbrough,2,0,H,1,0,H,D Elleray,,,,,,,,,,,,
006/04/99,Wimbledon,Newcastle,1,2,A,1,0,H,G Hall,,,,,,,,,,,,
