Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
20/08/97,Liverpool,Leicester,2,1,H,1,0,H,R Styles,,,,,,,,,,,,
20/08/97,Newcastle,Man United,0,1,A,0,1,A,P Walton,,,,,,,,,,,,
20/08/97,Southampton,Bolton,2,3,A,2,0,H,M Dean,,,,,,,,,,,,
20/08/97,Wimbledon,Chelsea,1,0,H,1,0,H,S Wicks,,,,,,,,,,,,
23/08/97,Arsenal,Leeds,0,0,D,0,0,D,M Riley,,,,,,,,,,,,
23/08/97,Aston Villa,Southampton,1,0,H,1,0,H,P Durkin,,,,,,,,,,,,
23/08/97,Chelsea,Coventry,2,2,D,0,1,A,D Elleray,,,,,,,,,,,,
23/08/97,Derby,Newcastle,0,1,A,0,0,D,G Hall,,,,,,,,,,,,
23/08/97,Leicester,Man United,1,0,H,1,0,H,R Jones,,,,,,,,,,,,
23/08/97,Sheffield Weds,Blackburn,1,2,A,0,1,A,T Riley,,,,,,,,,,,,
23/08/97,Tottenham,Barnsley,1,0,H,0,0,D,J Kelly,,,,,,,,,,,,
23/08/97,West Ham,Crystal Palace,2,1,H,1,1,D,A Baker,,,,,,,,,,,,
24/08/97,Bolton,Wimbledon,1,2,A,1,1,D,K Winter,,,,,,,,,,,,
25/08/97,Everton,Liverpool,0,1,A,0,1,A,S Lodge,,,,,,,,,,,,
30/08/97,Barnsley,Sheffield Weds,1,1,D,1,0,H,P Jones,,,,,,,,,,,,
30/08/97,Blackburn,Southampton,1,1,D,1,1,D,L Stevens,,,,,,,,,,,,
30/08/97,Coventry,Tottenham,4,0,H,2,0,H,C Cooper,,,,,,,,,,,,
30/08/97,Crystal Palace,Leicester,1,0,H,1,0,H,D Smith,,,,,,,,,,,,
30/08/97,Leeds,Chelsea,0,1,A,0,0,D,N Graham,,,,,,,,,,,,
30/08/97,Newcastle,West Ham,1,0,H,0,0,D,S Dunn,,,,,,,,,,,,
30/08/97,Wimbledon,Arsenal,0,0,D,0,0,D,R Styles,,,,,,,,,,,,
31/08/97,Everton,Derby,1,1,D,1,0,H,P Walton,,,,,,,,,,,,
31/08/97,Liverpool,Man United,1,3,A,1,2,A,M Dean,,,,,,,,,,,,
13/09/97,Arsenal,Bolton,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
13/09/97,Derby,Coventry,0,2,A,0,2,A,M Riley,,,,,,,,,,,,
13/09/97,Leicester,West Ham,2,1,H,1,1,D,P Durkin,,,,,,,,,,,,
13/09/97,Man United,Everton,2,0,H,1,0,H,D Elleray,,,,,,,,,,,,
13/09/97,Newcastle,Aston Villa,1,0,H,1,0,H,G Hall,,,,,,,,,,,,
13/09/97,Sheffield Weds,Wimbledon,0,2,A,0,1,A,R Jones,,,,,,,,,,,,
13/09/97,Southampton,Crystal Palace,1,0,H,0,0,D,T Riley,,,,,,,,,,,,
13/09/97,Tottenham,Blackburn,1,2,A,0,1,A,J Kelly,,,,,,,,,,,,
14/09/97,Chelsea,Liverpool,2,3,A,2,2,D,A Baker,,,,,,,,,,,,
14/09/97,Leeds,Barnsley,0,1,A,0,1,A,K Winter,,,,,,,,,,,,
20/09/97,Aston Villa,Man United,1,0,H,0,0,D,S Lodge,,,,,,,,,,,,
20/09/97,Barnsley,Chelsea,0,6,A,0,3,A,P Jones,,,,,,,,,,,,
20/09/97,Blackburn,Leicester,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
20/09/97,Bolton,Derby,0,2,A,0,0,D,C Cooper,,,,,,,,,,,,
20/09/97,Coventry,Sheffield Weds,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
20/09/97,Crystal Palace,Liverpool,0,3,A,0,1,A,N Graham,,,,,,,,,,,,
20/09/97,Everton,Newcastle,1,0,H,0,0,D,S Dunn,,,,,,,,,,,,
20/09/97,Southampton,Leeds,2,3,A,1,1,D,R Styles,,,,,,,,,,,,
20/09/97,Wimbledon,West Ham,2,1,H,1,1,D,P Walton,,,,,,,,,,,,
21/09/97,Tottenham,Arsenal,0,0,D,0,0,D,M Dean,,,,,,,,,,,,
24/09/97,Derby,Wimbledon,0,0,D,0,0,D,S Wicks,,,,,,,,,,,,
27/09/97,Arsenal,West Ham,4,0,H,2,0,H,M Riley,,,,,,,,,,,,
27/09/97,Aston Villa,Tottenham,4,1,H,2,0,H,P Durkin,,,,,,,,,,,,
27/09/97,Chelsea,Blackburn,0,0,D,0,0,D,D Elleray,,,,,,,,,,,,
27/09/97,Derby,Southampton,4,0,H,1,0,H,G Hall,,,,,,,,,,,,
27/09/97,Leeds,Crystal Palace,2,0,H,2,0,H,R Jones,,,,,,,,,,,,
27/09/97,Leicester,Coventry,2,2,D,0,1,A,T Riley,,,,,,,,,,,,
27/09/97,Liverpool,Barnsley,1,0,H,1,0,H,J Kelly,,,,,,,,,,,,
27/09/97,Newcastle,Bolton,2,1,H,1,0,H,A Baker,,,,,,,,,,,,
27/09/97,Sheffield Weds,Man United,2,7,A,0,3,A,K Winter,,,,,,,,,,,,
27/09/97,Wimbledon,Everton,0,0,D,0,0,D,S Lodge,,,,,,,,,,,,
04/10/97,Barnsley,Newcastle,2,2,D,1,1,D,P Jones,,,,,,,,,,,,
04/10/97,Blackburn,Arsenal,1,1,D,0,0,D,L Stevens,,,,,,,,,,,,
04/10/97,Bolton,Leicester,1,2,A,0,1,A,C Cooper,,,,,,,,,,,,
04/10/97,Coventry,Liverpool,1,1,D,1,0,H,D Smith,,,,,,,,,,,,
04/10/97,Crystal Palace,Sheffield Weds,1,1,D,0,1,A,N Graham,,,,,,,,,,,,
04/10/97,Everton,Derby,1,0,H,1,0,H,S Dunn,,,,,,,,,,,,
04/10/97,Man United,Chelsea,2,2,D,0,1,A,R Styles,,,,,,,,,,,,
04/10/97,Southampton,Tottenham,2,2,D,1,2,A,P Walton,,,,,,,,,,,,
04/10/97,West Ham,Aston Villa,2,2,D,1,1,D,M Dean,,,,,,,,,,,,
05/10/97,Leeds,Wimbledon,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
18/10/97,Arsenal,Barnsley,5,0,H,3,0,H,M Riley,,,,,,,,,,,,
18/10/97,Aston Villa,Liverpool,2,1,H,1,0,H,P Durkin,,,,,,,,,,,,
18/10/97,Chelsea,Bolton,1,0,H,0,0,D,D Elleray,,,,,,,,,,,,
18/10/97,Derby,Man United,2,2,D,1,1,D,G Hall,,,,,,,,,,,,
18/10/97,Leicester,Everton,1,0,H,1,0,H,R Jones,,,,,,,,,,,,
18/10/97,Newcastle,West Ham,1,0,H,1,0,H,T Riley,,,,,,,,,,,,
18/10/97,Sheffield Weds,Coventry,1,0,H,0,0,D,J Kelly,,,,,,,,,,,,
18/10/97,Southampton,Crystal Palace,1,3,A,1,1,D,A Baker,,,,,,,,,,,,
18/10/97,Tottenham,Leeds,0,2,A,0,0,D,K Winter,,,,,,,,,,,,
18/10/97,Wimbledon,Blackburn,1,0,H,0,0,D,S Lodge,,,,,,,,,,,,
25/10/97,Barnsley,Tottenham,4,3,H,2,1,H,P Jones,,,,,,,,,,,,
25/10/97,Blackburn,Newcastle,1,2,A,0,1,A,L Stevens,,,,,,,,,,,,
25/10/97,Bolton,Sheffield Weds,0,0,D,0,0,D,C Cooper,,,,,,,,,,,,
25/10/97,Coventry,Wimbledon,1,2,A,0,0,D,D Smith,,,,,,,,,,,,
25/10/97,Crystal Palace,Derby,0,3,A,0,1,A,N Graham,,,,,,,,,,,,
25/10/97,Everton,Aston Villa,1,0,H,0,0,D,S Dunn,,,,,,,,,,,,
25/10/97,Leeds,Liverpool,1,1,D,1,0,H,R Styles,,,,,,,,,,,,
25/10/97,Man United,Barnsley,7,0,H,4,0,H,P Walton,,,,,,,,,,,,
25/10/97,West Ham,Chelsea,2,1,H,2,0,H,M Dean,,,,,,,,,,,,
26/10/97,Leicester,Arsenal,0,0,D,0,0,D,S Wicks,,,,,,,,,,,,
01/11/97,Arsenal,Man United,3,2,H,2,1,H,M Riley,,,,,,,,,,,,
01/11/97,Aston Villa,Coventry,3,0,H,1,0,H,P Durkin,,,,,,,,,,,,
01/11/97,Blackburn,Everton,2,1,H,1,1,D,D Elleray,,,,,,,,,,,,
01/11/97,Chelsea,Sheffield Weds,2,1,H,1,0,H,G Hall,,,,,,,,,,,,
01/11/97,Derby,Crystal Palace,1,0,H,0,0,D,R Jones,,,,,,,,,,,,
01/11/97,Liverpool,Southampton,0,1,A,0,0,D,T Riley,,,,,,,,,,,,
01/11/97,Newcastle,Leicester,2,1,H,1,1,D,J Kelly,,,,,,,,,,,,
01/11/97,Tottenham,Bolton,1,1,D,0,1,A,A Baker,,,,,,,,,,,,
01/11/97,Wimbledon,Leeds,1,2,A,0,2,A,K Winter,,,,,,,,,,,,
02/11/97,Barnsley,West Ham,1,2,A,1,0,H,S Lodge,,,,,,,,,,,,
08/11/97,Bolton,Liverpool,0,0,D,0,0,D,P Jones,,,,,,,,,,,,
08/11/97,Coventry,Blackburn,1,0,H,0,0,D,L Stevens,,,,,,,,,,,,
08/11/97,Crystal Palace,Arsenal,0,0,D,0,0,D,C Cooper,,,,,,,,,,,,
08/11/97,Everton,Southampton,1,0,H,1,0,H,D Smith,,,,,,,,,,,,
08/11/97,Leeds,Derby,4,3,H,2,2,D,N Graham,,,,,,,,,,,,
008/11/97,Leicester,Wimbledon,0,0,D,0,0,D,S Dunn,,,,,,,,,,,,
08/11/97,Man United,Aston Villa,1,0,H,0,0,D,R Styles,,,,,,,,,,,,
08/11/97,Sheffield Weds,West Ham,1,4,A,0,2,A,P Walton,,,,,,,,,,,,
09/11/97,Chelsea,Newcastle,1,0,H,0,0,D,M Dean,,,,,,,,,,,,
009/11/97,Tottenham,Barnsley,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
22/11/97,Arsenal,Everton,4,0,H,2,0,H,M Riley,,,,,,,,,,,,
22/11/97,Aston Villa,Chelsea,1,0,H,0,0,D,P Durkin,,,,,,,,,,,,
22/11/97,Barnsley,Bolton,2,1,H,2,0,H,D Elleray,,,,,,,,,,,,
22/11/97,Blackburn,Wimbledon,2,2,D,1,1,D,G Hall,,,,,,,,,,,,
22/11/97,Derby,Sheffield Weds,1,1,D,0,0,D,R Jones,,,,,,,,,,,,
22/11/97,Liverpool,Newcastle,1,0,H,1,0,H,T Riley,,,,,,,,,,,,
22/11/97,Southampton,Coventry,1,1,D,0,0,D,J Kelly,,,,,,,,,,,,
22/11/97,West Ham,Leicester,1,0,H,1,0,H,A Baker,,,,,,,,,,,,
23/11/97,Leeds,Man United,0,1,A,0,0,D,K Winter,,,,,,,,,,,,
29/11/97,Arsenal,Southampton,3,1,H,1,1,D,S Lodge,,,,,,,,,,,,
29/11/97,Blackburn,Tottenham,3,2,H,1,1,D,P Jones,,,,,,,,,,,,
29/11/97,Coventry,Barnsley,5,1,H,1,0,H,L Stevens,,,,,,,,,,,,
29/11/97,Crystal Palace,Aston Villa,0,1,A,0,1,A,C Cooper,,,,,,,,,,,,
29/11/97,Derby,Liverpool,0,4,A,0,2,A,D Smith,,,,,,,,,,,,
29/11/97,Everton,Chelsea,3,1,H,2,1,H,N Graham,,,,,,,,,,,,
29/11/97,Leicester,Sheffield Weds,1,1,D,1,0,H,S Dunn,,,,,,,,,,,,
29/11/97,Man United,Leeds,3,0,H,1,0,H,R Styles,,,,,,,,,,,,
29/11/97,Newcastle,Wimbledon,2,1,H,1,0,H,P Walton,,,,,,,,,,,,
30/11/97,West Ham,Bolton,1,0,H,0,0,D,M Dean,,,,,,,,,,,,
06/12/97,Aston Villa,Liverpool,0,3,A,0,1,A,S Wicks,,,,,,,,,,,,
06/12/97,Barnsley,Man United,0,2,A,0,1,A,M Riley,,,,,,,,,,,,
06/12/97,Bolton,West Ham,0,1,A,0,0,D,P Durkin,,,,,,,,,,,,
06/12/97,Chelsea,Bolton,0,0,D,0,0,D,D Elleray,,,,,,,,,,,,
06/12/97,Coventry,Newcastle,1,1,D,1,1,D,G Hall,,,,,,,,,,,,
06/12/97,Leicester,Derby,2,4,A,1,1,D,R Jones,,,,,,,,,,,,
06/12/97,Sheffield Weds,Crystal Palace,1,1,D,1,0,H,T Riley,,,,,,,,,,,,
06/12/97,Southampton,Blackburn,3,0,H,1,0,H,J Kelly,,,,,,,,,,,,
06/12/97,Tottenham,Leeds,0,2,A,0,0,D,A Baker,,,,,,,,,,,,
06/12/97,Wimbledon,Everton,1,1,D,0,0,D,K Winter,,,,,,,,,,,,
13/12/97,Aston Villa,Bolton,1,0,H,0,0,D,S Lodge,,,,,,,,,,,,
13/12/97,Blackburn,Sheffield Weds,4,2,H,2,0,H,P Jones,,,,,,,,,,,,
13/12/97,Crystal Palace,Tottenham,0,0,D,0,0,D,L Stevens,,,,,,,,,,,,
13/12/97,Derby,Leicester,4,0,H,2,0,H,C Cooper,,,,,,,,,,,,
13/12/97,Leeds,Everton,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
13/12/97,Liverpool,Wimbledon,5,2,H,1,1,D,N Graham,,,,,,,,,,,,
13/12/97,Man United,West Ham,2,0,H,1,0,H,S Dunn,,,,,,,,,,,,
13/12/97,Newcastle,Barnsley,2,1,H,1,0,H,R Styles,,,,,,,,,,,,
14/12/97,Chelsea,Arsenal,2,1,H,1,0,H,P Walton,,,,,,,,,,,,
14/12/97,Southampton,Coventry,2,2,D,1,1,D,M Dean,,,,,,,,,,,,
20/12/97,Arsenal,Liverpool,1,1,D,0,1,A,S Wicks,,,,,,,,,,,,
20/12/97,Barnsley,Wimbledon,1,2,A,0,2,A,M Riley,,,,,,,,,,,,
20/12/97,Coventry,Man United,0,0,D,0,0,D,P Durkin,,,,,,,,,,,,
20/12/97,Everton,Tottenham,0,2,A,0,1,A,D Elleray,,,,,,,,,,,,
20/12/97,Leicester,Chelsea,0,1,A,0,1,A,G Hall,,,,,,,,,,,,
20/12/97,Sheffield Weds,Derby,1,0,H,1,0,H,R Jones,,,,,,,,,,,,
20/12/97,West Ham,Southampton,0,1,A,0,1,A,T Riley,,,,,,,,,,,,
21/12/97,Bolton,Aston Villa,1,2,A,1,1,D,J Kelly,,,,,,,,,,,,
26/12/97,Aston Villa,Tottenham,4,1,H,1,0,H,A Baker,,,,,,,,,,,,
26/12/97,Barnsley,Blackburn,0,2,A,0,1,A,K Winter,,,,,,,,,,,,
26/12/97,Bolton,Leicester,1,0,H,1,0,H,S Lodge,,,,,,,,,,,,
26/12/97,Chelsea,Southampton,1,0,H,1,0,H,P Jones,,,,,,,,,,,,
26/12/97,Coventry,Crystal Palace,3,0,H,0,0,D,L Stevens,,,,,,,,,,,,
26/12/97,Derby,Leeds,2,2,D,2,1,H,C Cooper,,,,,,,,,,,,
26/12/97,Everton,Man United,1,3,A,0,2,A,D Smith,,,,,,,,,,,,
26/12/97,Liverpool,Newcastle,2,2,D,1,2,A,N Graham,,,,,,,,,,,,
26/12/97,Wimbledon,Sheffield Weds,1,0,H,0,0,D,S Dunn,,,,,,,,,,,,
27/12/97,Arsenal,Wimbledon,0,0,D,0,0,D,R Styles,,,,,,,,,,,,
27/12/97,Leeds,Derby,4,3,H,2,2,D,P Walton,,,,,,,,,,,,
27/12/97,Man United,Everton,2,0,H,0,0,D,M Dean,,,,,,,,,,,,
28/12/97,Blackburn,Barnsley,1,1,D,1,1,D,S Wicks,,,,,,,,,,,,
28/12/97,Crystal Palace,Coventry,1,1,D,0,0,D,M Riley,,,,,,,,,,,,
28/12/97,Leicester,Bolton,1,1,D,1,1,D,P Durkin,,,,,,,,,,,,
28/12/97,Newcastle,Liverpool,1,1,D,0,0,D,D Elleray,,,,,,,,,,,,
28/12/97,Sheffield Weds,Wimbledon,1,0,H,1,0,H,G Hall,,,,,,,,,,,,
28/12/97,Southampton,Chelsea,1,1,D,0,0,D,R Jones,,,,,,,,,,,,
28/12/97,Tottenham,Aston Villa,1,1,D,0,1,A,T Riley,,,,,,,,,,,,
28/12/97,West Ham,Arsenal,0,0,D,0,0,D,J Kelly,,,,,,,,,,,,
29/12/97,Leeds,Derby,2,2,D,2,1,H,A Baker,,,,,,,,,,,,
10/01/98,Arsenal,Leicester,2,1,H,0,1,A,K Winter,,,,,,,,,,,,
10/01/98,Aston Villa,Blackburn,0,0,D,0,0,D,S Lodge,,,,,,,,,,,,
10/01/98,Bolton,Tottenham,1,1,D,0,0,D,P Jones,,,,,,,,,,,,
10/01/98,Chelsea,Barnsley,2,0,H,1,0,H,L Stevens,,,,,,,,,,,,
10/01/98,Coventry,Everton,2,0,H,1,0,H,C Cooper,,,,,,,,,,,,
10/01/98,Derby,Man United,0,0,D,0,0,D,D Smith,,,,,,,,,,,,
10/01/98,Liverpool,Leeds,0,1,A,0,1,A,N Graham,,,,,,,,,,,,
10/01/98,Sheffield Weds,Newcastle,2,1,H,1,1,D,S Dunn,,,,,,,,,,,,
10/01/98,West Ham,Crystal Palace,2,1,H,1,1,D,R Styles,,,,,,,,,,,,
10/01/98,Wimbledon,Southampton,1,0,H,0,0,D,P Walton,,,,,,,,,,,,
11/01/98,Crystal Palace,West Ham,1,2,A,0,0,D,M Dean,,,,,,,,,,,,
17/01/98,Everton,Coventry,1,0,H,0,0,D,S Wicks,,,,,,,,,,,,
17/01/98,Leeds,Aston Villa,1,1,D,1,0,H,M Riley,,,,,,,,,,,,
17/01/98,Liverpool,Southampton,1,1,D,1,0,H,P Durkin,,,,,,,,,,,,
17/01/98,Man United,Bolton,2,1,H,2,0,H,D Elleray,,,,,,,,,,,,
17/01/98,Newcastle,Barnsley,2,1,H,1,0,H,G Hall,,,,,,,,,,,,
17/01/98,Sheffield Weds,Chelsea,1,1,D,1,0,H,R Jones,,,,,,,,,,,,
17/01/98,Tottenham,Blackburn,2,0,H,1,0,H,T Riley,,,,,,,,,,,,
17/01/98,West Ham,Arsenal,0,0,D,0,0,D,J Kelly,,,,,,,,,,,,
17/01/98,Wimbledon,Derby,0,0,D,0,0,D,A Baker,,,,,,,,,,,,
27/01/98,Southampton,Liverpool,1,1,D,1,0,H,K Winter,,,,,,,,,,,,
31/01/98,Aston Villa,Sheffield Weds,1,1,D,0,1,A,S Lodge,,,,,,,,,,,,
31/01/98,Barnsley,Crystal Palace,1,0,H,0,0,D,P Jones,,,,,,,,,,,,
31/01/98,Blackburn,Man United,1,3,A,0,0,D,L Stevens,,,,,,,,,,,,
31/01/98,Chelsea,West Ham,2,1,H,2,0,H,C Cooper,,,,,,,,,,,,
31/01/98,Coventry,Derby,0,2,A,0,2,A,D Smith,,,,,,,,,,,,
31/01/98,Leicester,Wimbledon,1,2,A,0,0,D,N Graham,,,,,,,,,,,,
31/01/98,Liverpool,Arsenal,4,0,H,2,0,H,S Dunn,,,,,,,,,,,,
31/01/98,Newcastle,Leeds,3,1,H,1,1,D,R Styles,,,,,,,,,,,,
31/01/98,Tottenham,Everton,2,0,H,2,0,H,P Walton,,,,,,,,,,,,
07/02/98,Arsenal,Chelsea,2,0,H,1,0,H,M Dean,,,,,,,,,,,,
07/02/98,Crystal Palace,Newcastle,1,2,A,1,1,D,S Wicks,,,,,,,,,,,,
07/02/98,Derby,Aston Villa,1,0,H,1,0,H,M Riley,,,,,,,,,,,,
07/02/98,Everton,Blackburn,0,2,A,0,1,A,P Durkin,,,,,,,,,,,,
07/02/98,Leeds,Barnsley,2,0,H,1,0,H,D Elleray,,,,,,,,,,,,
07/02/98,Man United,Bolton,2,0,H,1,0,H,G Hall,,,,,,,,,,,,
07/02/98,Southampton,Tottenham,2,3,A,0,2,A,R Jones,,,,,,,,,,,,
07/02/98,West Ham,Coventry,3,0,H,2,0,H,T Riley,,,,,,,,,,,,
07/02/98,Wimbledon,Leicester,1,0,H,1,0,H,J Kelly,,,,,,,,,,,,
09/02/98,Sheffield Weds,Liverpool,1,1,D,1,0,H,A Baker,,,,,,,,,,,,
10/02/98,Bolton,Southampton,0,2,A,0,1,A,K Winter,,,,,,,,,,,,
21/02/98,Aston Villa,Everton,1,0,H,1,0,H,S Lodge,,,,,,,,,,,,
21/02/98,Barnsley,Arsenal,0,1,A,0,1,A,P Jones,,,,,,,,,,,,
21/02/98,Blackburn,Wimbledon,1,0,H,1,0,H,L Stevens,,,,,,,,,,,,
21/02/98,Bolton,Derby,1,0,H,1,0,H,C Cooper,,,,,,,,,,,,
21/02/98,Coventry,Sheffield Weds,1,1,D,1,1,D,D Smith,,,,,,,,,,,,
21/02/98,Leicester,Crystal Palace,1,1,D,0,0,D,N Graham,,,,,,,,,,,,
21/02/98,Liverpool,Man United,1,1,D,1,0,H,S Dunn,,,,,,,,,,,,
21/02/98,Southampton,West Ham,0,2,A,0,0,D,R Styles,,,,,,,,,,,,
21/02/98,Tottenham,Leeds,0,1,A,0,1,A,P Walton,,,,,,,,,,,,
22/02/98,Newcastle,Chelsea,1,1,D,0,1,A,M Dean,,,,,,,,,,,,
28/02/98,Arsenal,Derby,1,0,H,1,0,H,S Wicks,,,,,,,,,,,,
28/02/98,Blackburn,Southampton,1,3,A,0,0,D,M Riley,,,,,,,,,,,,
28/02/98,Chelsea,Tottenham,4,0,H,1,0,H,P Durkin,,,,,,,,,,,,
28/02/98,Crystal Palace,Coventry,0,3,A,0,1,A,D Elleray,,,,,,,,,,,,
28/02/98,Everton,Leicester,0,0,D,0,0,D,G Hall,,,,,,,,,,,,
28/02/98,Leeds,Newcastle,4,1,H,2,1,H,R Jones,,,,,,,,,,,,
28/02/98,Man United,Barnsley,1,1,D,1,1,D,T Riley,,,,,,,,,,,,
28/02/98,Sheffield Weds,Bolton,2,1,H,2,1,H,J Kelly,,,,,,,,,,,,
28/02/98,West Ham,Liverpool,2,1,H,1,0,H,A Baker,,,,,,,,,,,,
28/02/98,Wimbledon,Aston Villa,2,2,D,1,1,D,K Winter,,,,,,,,,,,,
07/03/98,Aston Villa,Leeds,0,1,A,0,0,D,S Lodge,,,,,,,,,,,,
07/03/98,Barnsley,Coventry,1,0,H,1,0,H,P Jones,,,,,,,,,,,,
07/03/98,Bolton,Chelsea,1,1,D,1,1,D,L Stevens,,,,,,,,,,,,
07/03/98,Derby,Everton,2,3,A,0,1,A,C Cooper,,,,,,,,,,,,
07/03/98,Leicester,Arsenal,1,3,A,1,1,D,D Smith,,,,,,,,,,,,
07/03/98,Liverpool,Sheffield Weds,2,0,H,1,0,H,N Graham,,,,,,,,,,,,
07/03/98,Southampton,Newcastle,1,1,D,0,0,D,S Dunn,,,,,,,,,,,,
07/03/98,Tottenham,Crystal Palace,3,1,H,0,0,D,R Styles,,,,,,,,,,,,
07/03/98,West Ham,Man United,1,1,D,1,0,H,P Walton,,,,,,,,,,,,
07/03/98,Wimbledon,Blackburn,1,2,A,1,0,H,M Dean,,,,,,,,,,,,
14/03/98,Arsenal,Wimbledon,5,0,H,1,0,H,S Wicks,,,,,,,,,,,,
14/03/98,Blackburn,Southampton,1,0,H,1,0,H,M Riley,,,,,,,,,,,,
14/03/98,Chelsea,West Ham,2,1,H,1,0,H,P Durkin,,,,,,,,,,,,
14/03/98,Coventry,Barnsley,2,0,H,0,0,D,D Elleray,,,,,,,,,,,,
14/03/98,Crystal Palace,Leicester,2,2,D,0,1,A,G Hall,,,,,,,,,,,,
14/03/98,Leeds,Liverpool,2,1,H,0,1,A,R Jones,,,,,,,,,,,,
14/03/98,Man United,Derby,2,0,H,0,0,D,T Riley,,,,,,,,,,,,
14/03/98,Newcastle,Everton,1,0,H,0,0,D,J Kelly,,,,,,,,,,,,
14/03/98,Sheffield Weds,Tottenham,1,0,H,1,0,H,A Baker,,,,,,,,,,,,
04/04/98,Aston Villa,Chelsea,0,1,A,0,1,A,K Winter,,,,,,,,,,,,
04/04/98,Barnsley,Liverpool,2,3,A,1,1,D,S Lodge,,,,,,,,,,,,
04/04/98,Blackburn,Coventry,2,2,D,1,0,H,P Jones,,,,,,,,,,,,
04/04/98,Derby,Newcastle,4,1,H,2,0,H,L Stevens,,,,,,,,,,,,
04/04/98,Everton,Arsenal,0,0,D,0,0,D,C Cooper,,,,,,,,,,,,
04/04/98,Leicester,Man United,1,5,A,0,1,A,D Smith,,,,,,,,,,,,
04/04/98,Southampton,Leeds,1,1,D,0,1,A,N Graham,,,,,,,,,,,,
04/04/98,Tottenham,Wimbledon,2,5,A,1,3,A,S Dunn,,,,,,,,,,,,
04/04/98,West Ham,Sheffield Weds,1,0,H,0,0,D,R Styles,,,,,,,,,,,,
06/04/98,Leeds,Blackburn,0,0,D,0,0,D,P Walton,,,,,,,,,,,,
06/04/98,Liverpool,Wimbledon,2,1,H,0,1,A,M Dean,,,,,,,,,,,,
06/04/98,Man United,Newcastle,1,1,D,0,1,A,S Wicks,,,,,,,,,,,,
06/04/98,Sheffield Weds,Barnsley,2,1,H,1,0,H,M Riley,,,,,,,,,,,,
06/04/98,Southampton,Aston Villa,1,2,A,0,0,D,P Durkin,,,,,,,,,,,,
06/04/98,Tottenham,Coventry,0,0,D,0,0,D,D Elleray,,,,,,,,,,,,
006/04/98,West Ham,Crystal Palace,4,1,H,2,1,H,G Hall,,,,,,,,,,,,
11/04/98,Arsenal,Newcastle,3,0,H,0,0,D,R Jones,,,,,,,,,,,,
11/04/98,Blackburn,Everton,3,2,H,1,0,H,T Riley,,,,,,,,,,,,
