Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
12/09/94,West Ham,Nott'm Forest,1,1,D,,,,D Elleray,,,,,,,,,,,,
17/09/94,Aston Villa,Arsenal,2,0,H,,,,G Hall,,,,,,,,,,,,
17/09/94,Chelsea,Blackburn,0,0,D,,,,R Jones,,,,,,,,,,,,
17/09/94,Coventry,Leeds,2,1,H,,,,T Riley,,,,,,,,,,,,
17/09/94,Crystal Palace,West Ham,0,0,D,,,,J Kelly,,,,,,,,,,,,
17/09/94,Everton,Newcastle,1,1,D,,,,A Baker,,,,,,,,,,,,
17/09/94,Ipswich,Sheffield Weds,2,1,H,,,,K Winter,,,,,,,,,,,,
17/09/94,Man City,Man United,1,2,A,,,,S Lodge,,,,,,,,,,,,
17/09/94,Norwich,Liverpool,2,2,D,,,,P Jones,,,,,,,,,,,,
17/09/94,QPR,Leicester,1,0,H,,,,L Stevens,,,,,,,,,,,,
17/09/94,Tottenham,Southampton,4,1,H,,,,C Cooper,,,,,,,,,,,,
18/09/94,Nott'm Forest,Wimbledon,3,3,D,,,,D Smith,,,,,,,,,,,,
24/09/94,Arsenal,QPR,3,2,H,,,,N Graham,,,,,,,,,,,,
24/09/94,Blackburn,Nott'm Forest,0,0,D,,,,S Dunn,,,,,,,,,,,,
24/09/94,Ipswich,Aston Villa,1,2,A,,,,R Styles,,,,,,,,,,,,
24/09/94,Leeds,Everton,0,2,A,,,,P Walton,,,,,,,,,,,,
24/09/94,Leicester,Norwich,2,1,H,,,,M Dean,,,,,,,,,,,,
24/09/94,Liverpool,Chelsea,0,0,D,,,,S Wicks,,,,,,,,,,,,
24/09/94,Man United,Crystal Palace,1,0,H,,,,M Riley,,,,,,,,,,,,
24/09/94,Newcastle,Tottenham,2,2,D,,,,P Durkin,,,,,,,,,,,,
24/09/94,Sheffield Weds,West Ham,2,2,D,,,,D Elleray,,,,,,,,,,,,
24/09/94,Southampton,Coventry,1,1,D,,,,G Hall,,,,,,,,,,,,
25/09/94,Wimbledon,Man City,1,0,H,,,,R Jones,,,,,,,,,,,,
01/10/94,Aston Villa,Leicester,1,1,D,,,,T Riley,,,,,,,,,,,,
01/10/94,Chelsea,West Ham,2,1,H,,,,J Kelly,,,,,,,,,,,,
01/10/94,Coventry,Arsenal,3,1,H,,,,A Baker,,,,,,,,,,,,
01/10/94,Crystal Palace,Southampton,0,2,A,,,,K Winter,,,,,,,,,,,,
01/10/94,Everton,Ipswich,0,2,A,,,,S Lodge,,,,,,,,,,,,
01/10/94,Liverpool,Newcastle,1,1,D,,,,P Jones,,,,,,,,,,,,
01/10/94,Man City,Leeds,0,1,A,,,,L Stevens,,,,,,,,,,,,
01/10/94,Norwich,Man United,1,1,D,,,,C Cooper,,,,,,,,,,,,
01/10/94,Nott'm Forest,QPR,3,2,H,,,,D Smith,,,,,,,,,,,,
01/10/94,Tottenham,Sheffield Weds,2,0,H,,,,N Graham,,,,,,,,,,,,
01/10/94,Wimbledon,Blackburn,2,3,A,,,,S Dunn,,,,,,,,,,,,
15/10/94,Arsenal,Coventry,4,1,H,,,,R Styles,,,,,,,,,,,,
15/10/94,Blackburn,Wimbledon,1,1,D,,,,P Walton,,,,,,,,,,,,
15/10/94,Ipswich,Crystal Palace,2,1,H,,,,M Dean,,,,,,,,,,,,
15/10/94,Leeds,Man United,0,0,D,,,,S Wicks,,,,,,,,,,,,
15/10/94,Leicester,Aston Villa,1,2,A,,,,M Riley,,,,,,,,,,,,
15/10/94,Newcastle,Liverpool,1,1,D,,,,P Durkin,,,,,,,,,,,,
15/10/94,QPR,Nott'm Forest,2,2,D,,,,D Elleray,,,,,,,,,,,,
15/10/94,Sheffield Weds,Chelsea,2,1,H,,,,G Hall,,,,,,,,,,,,
15/10/94,Southampton,Norwich,1,0,H,,,,R Jones,,,,,,,,,,,,
15/10/94,Tottenham,Man City,2,0,H,,,,T Riley,,,,,,,,,,,,
15/10/94,West Ham,Everton,1,2,A,,,,J Kelly,,,,,,,,,,,,
22/10/94,Aston Villa,Tottenham,1,1,D,,,,A Baker,,,,,,,,,,,,
22/10/94,Chelsea,Arsenal,2,2,D,,,,K Winter,,,,,,,,,,,,
22/10/94,Coventry,QPR,2,0,H,,,,S Lodge,,,,,,,,,,,,
22/10/94,Crystal Palace,Ipswich,2,0,H,,,,P Jones,,,,,,,,,,,,
22/10/94,Everton,Sheffield Weds,2,2,D,,,,L Stevens,,,,,,,,,,,,
22/10/94,Man City,Blackburn,0,0,D,,,,C Cooper,,,,,,,,,,,,
22/10/94,Man United,Leicester,4,1,H,,,,D Smith,,,,,,,,,,,,
22/10/94,Newcastle,Leeds,3,1,H,,,,N Graham,,,,,,,,,,,,
22/10/94,Norwich,West Ham,0,1,A,,,,S Dunn,,,,,,,,,,,,
22/10/94,Nott'm Forest,Liverpool,1,2,A,,,,R Styles,,,,,,,,,,,,
22/10/94,Wimbledon,Southampton,0,1,A,,,,P Walton,,,,,,,,,,,,
29/10/94,Arsenal,Nott'm Forest,1,2,A,,,,M Dean,,,,,,,,,,,,
29/10/94,Blackburn,Everton,0,0,D,,,,S Wicks,,,,,,,,,,,,
29/10/94,Ipswich,Chelsea,2,2,D,,,,M Riley,,,,,,,,,,,,
29/10/94,Leeds,Coventry,2,2,D,,,,P Durkin,,,,,,,,,,,,
29/10/94,Leicester,QPR,2,4,A,,,,D Elleray,,,,,,,,,,,,
29/10/94,Liverpool,Man City,3,0,H,,,,G Hall,,,,,,,,,,,,
29/10/94,Sheffield Weds,Aston Villa,1,0,H,,,,R Jones,,,,,,,,,,,,
29/10/94,Southampton,Man United,2,3,A,,,,T Riley,,,,,,,,,,,,
29/10/94,Tottenham,Norwich,0,0,D,,,,J Kelly,,,,,,,,,,,,
29/10/94,West Ham,Newcastle,1,2,A,,,,A Baker,,,,,,,,,,,,
30/10/94,Wimbledon,Crystal Palace,2,1,H,,,,K Winter,,,,,,,,,,,,
05/11/94,Aston Villa,Sheffield Weds,3,5,A,,,,S Lodge,,,,,,,,,,,,
05/11/94,Coventry,Ipswich,0,1,A,,,,P Jones,,,,,,,,,,,,
05/11/94,Crystal Palace,Tottenham,1,2,A,,,,L Stevens,,,,,,,,,,,,
05/11/94,Everton,Blackburn,2,1,H,,,,C Cooper,,,,,,,,,,,,
05/11/94,Man City,Liverpool,1,2,A,,,,D Smith,,,,,,,,,,,,
05/11/94,Man United,Southampton,3,2,H,,,,N Graham,,,,,,,,,,,,
05/11/94,Newcastle,West Ham,1,1,D,,,,S Dunn,,,,,,,,,,,,
05/11/94,Norwich,Leeds,2,0,H,,,,R Styles,,,,,,,,,,,,
05/11/94,Nott'm Forest,Arsenal,2,1,H,,,,P Walton,,,,,,,,,,,,
05/11/94,QPR,Leicester,3,2,H,,,,M Dean,,,,,,,,,,,,
06/11/94,Chelsea,Wimbledon,1,3,A,,,,S Wicks,,,,,,,,,,,,
19/11/94,Arsenal,Newcastle,1,1,D,,,,M Riley,,,,,,,,,,,,
19/11/94,Blackburn,Southampton,1,0,H,,,,P Durkin,,,,,,,,,,,,
19/11/94,Chelsea,QPR,1,1,D,,,,D Elleray,,,,,,,,,,,,
19/11/94,Ipswich,Tottenham,1,0,H,,,,G Hall,,,,,,,,,,,,
19/11/94,Leeds,Nott'm Forest,1,1,D,,,,R Jones,,,,,,,,,,,,
19/11/94,Leicester,Everton,1,2,A,,,,T Riley,,,,,,,,,,,,
19/11/94,Liverpool,Wimbledon,1,0,H,,,,J Kelly,,,,,,,,,,,,
19/11/94,Man City,Norwich,1,1,D,,,,A Baker,,,,,,,,,,,,
19/11/94,Man United,Crystal Palace,3,0,H,,,,K Winter,,,,,,,,,,,,
19/11/94,Sheffield Weds,Coventry,1,0,H,,,,S Lodge,,,,,,,,,,,,
19/11/94,West Ham,Aston Villa,1,0,H,,,,P Jones,,,,,,,,,,,,
26/11/94,Aston Villa,Man United,1,2,A,,,,L Stevens,,,,,,,,,,,,
26/11/94,Coventry,Leicester,2,4,A,,,,C Cooper,,,,,,,,,,,,
26/11/94,Crystal Palace,Sheffield Weds,2,1,H,,,,D Smith,,,,,,,,,,,,
26/11/94,Everton,QPR,0,0,D,,,,N Graham,,,,,,,,,,,,
26/11/94,Nott'm Forest,Chelsea,2,0,H,,,,S Dunn,,,,,,,,,,,,
26/11/94,Southampton,Leeds,3,1,H,,,,R Styles,,,,,,,,,,,,
26/11/94,Tottenham,Blackburn,3,2,H,,,,P Walton,,,,,,,,,,,,
26/11/94,Wimbledon,Ipswich,2,0,H,,,,M Dean,,,,,,,,,,,,
27/11/94,Man City,Arsenal,1,2,A,,,,S Wicks,,,,,,,,,,,,
27/11/94,Newcastle,Norwich,3,0,H,,,,M Riley,,,,,,,,,,,,
03/12/94,Arsenal,West Ham,2,0,H,,,,P Durkin,,,,,,,,,,,,
03/12/94,Chelsea,Man City,2,2,D,,,,D Elleray,,,,,,,,,,,,
03/12/94,Ipswich,Southampton,2,0,H,,,,G Hall,,,,,,,,,,,,
03/12/94,Leeds,Aston Villa,0,0,D,,,,R Jones,,,,,,,,,,,,
03/12/94,Leicester,Liverpool,0,4,A,,,,T Riley,,,,,,,,,,,,
03/12/94,Newcastle,Crystal Palace,1,1,D,,,,J Kelly,,,,,,,,,,,,
03/12/94,Norwich,Sheffield Weds,1,1,D,,,,A Baker,,,,,,,,,,,,
03/12/94,QPR,Everton,2,3,A,,,,K Winter,,,,,,,,,,,,
03/12/94,Tottenham,Coventry,1,1,D,,,,S Lodge,,,,,,,,,,,,
03/12/94,Wimbledon,Nott'm Forest,1,2,A,,,,P Jones,,,,,,,,,,,,
004/12/94,Blackburn,Man United,2,3,A,,,,L Stevens,,,,,,,,,,,,
06/12/94,Southampton,Norwich,0,0,D,,,,C Cooper,,,,,,,,,,,,
07/12/94,Aston Villa,Ipswich,0,0,D,,,,D Smith,,,,,,,,,,,,
10/12/94,Chelsea,Man United,1,1,D,,,,N Graham,,,,,,,,,,,,
10/12/94,Coventry,Sheffield Weds,0,0,D,,,,S Dunn,,,,,,,,,,,,
10/12/94,Crystal Palace,Arsenal,1,3,A,,,,R Styles,,,,,,,,,,,,
10/12/94,Everton,Man City,0,2,A,,,,P Walton,,,,,,,,,,,,
10/12/94,Liverpool,Leicester,4,0,H,,,,M Dean,,,,,,,,,,,,
10/12/94,Nott'm Forest,Leeds,4,1,H,,,,S Wicks,,,,,,,,,,,,
10/12/94,Tottenham,QPR,1,2,A,,,,M Riley,,,,,,,,,,,,
10/12/94,West Ham,Wimbledon,0,2,A,,,,P Durkin,,,,,,,,,,,,
11/12/94,Southampton,Aston Villa,2,2,D,,,,D Elleray,,,,,,,,,,,,
17/12/94,Arsenal,Blackburn,0,0,D,,,,G Hall,,,,,,,,,,,,
17/12/94,Aston Villa,Ipswich,2,0,H,,,,R Jones,,,,,,,,,,,,
17/12/94,Leeds,Crystal Palace,1,1,D,,,,T Riley,,,,,,,,,,,,
17/12/94,Leicester,Coventry,2,2,D,,,,J Kelly,,,,,,,,,,,,
17/12/94,Man City,Southampton,2,0,H,,,,A Baker,,,,,,,,,,,,
17/12/94,Man United,Nott'm Forest,2,2,D,,,,K Winter,,,,,,,,,,,,
17/12/94,Norwich,Chelsea,3,0,H,,,,S Lodge,,,,,,,,,,,,
17/12/94,QPR,Liverpool,1,2,A,,,,P Jones,,,,,,,,,,,,
17/12/94,Sheffield Weds,Newcastle,2,2,D,,,,L Stevens,,,,,,,,,,,,
17/12/94,Wimbledon,Tottenham,1,0,H,,,,C Cooper,,,,,,,,,,,,
26/12/94,Arsenal,Wimbledon,0,0,D,,,,D Smith,,,,,,,,,,,,
26/12/94,Chelsea,Southampton,2,2,D,,,,N Graham,,,,,,,,,,,,
26/12/94,Coventry,Aston Villa,1,0,H,,,,S Dunn,,,,,,,,,,,,
26/12/94,Ipswich,Norwich,0,1,A,,,,R Styles,,,,,,,,,,,,
26/12/94,Leeds,Man City,2,0,H,,,,P Walton,,,,,,,,,,,,
26/12/94,Leicester,Nott'm Forest,2,2,D,,,,M Dean,,,,,,,,,,,,
26/12/94,Liverpool,Blackburn,3,1,H,,,,S Wicks,,,,,,,,,,,,
26/12/94,QPR,West Ham,2,2,D,,,,M Riley,,,,,,,,,,,,
26/12/94,Sheffield Weds,Man United,0,2,A,,,,P Durkin,,,,,,,,,,,,
26/12/94,Tottenham,Crystal Palace,5,1,H,,,,D Elleray,,,,,,,,,,,,
27/12/94,Newcastle,Everton,1,1,D,,,,G Hall,,,,,,,,,,,,
31/12/94,Aston Villa,Coventry,1,0,H,,,,R Jones,,,,,,,,,,,,
31/12/94,Crystal Palace,Chelsea,2,0,H,,,,T Riley,,,,,,,,,,,,
31/12/94,Everton,Leicester,4,1,H,,,,J Kelly,,,,,,,,,,,,
31/12/94,Man City,QPR,1,2,A,,,,A Baker,,,,,,,,,,,,
31/12/94,Man United,Newcastle,1,1,D,,,,K Winter,,,,,,,,,,,,
31/12/94,Norwich,Blackburn,2,1,H,,,,S Lodge,,,,,,,,,,,,
31/12/94,Nott'm Forest,Liverpool,1,1,D,,,,P Jones,,,,,,,,,,,,
31/12/94,Sheffield Weds,Arsenal,1,3,A,,,,L Stevens,,,,,,,,,,,,
31/12/94,Southampton,Wimbledon,1,1,D,,,,C Cooper,,,,,,,,,,,,
31/12/94,West Ham,Ipswich,1,1,D,,,,D Smith,,,,,,,,,,,,
01/01/95,Tottenham,Leeds,1,2,A,,,,N Graham,,,,,,,,,,,,
02/01/95,Blackburn,Nott'm Forest,0,0,D,,,,S Dunn,,,,,,,,,,,,
02/01/95,Chelsea,Aston Villa,1,0,H,,,,R Styles,,,,,,,,,,,,
02/01/95,Coventry,Southampton,2,0,H,,,,P Walton,,,,,,,,,,,,
02/01/95,Ipswich,West Ham,2,1,H,,,,M Dean,,,,,,,,,,,,
02/01/95,Leeds,Tottenham,1,1,D,,,,S Wicks,,,,,,,,,,,,
02/01/95,Leicester,Crystal Palace,0,1,A,,,,M Riley,,,,,,,,,,,,
02/01/95,Liverpool,Arsenal,3,1,H,,,,P Durkin,,,,,,,,,,,,
02/01/95,Newcastle,Man United,3,2,H,,,,D Elleray,,,,,,,,,,,,
02/01/95,QPR,Man City,2,1,H,,,,G Hall,,,,,,,,,,,,
02/01/95,Wimbledon,Sheffield Weds,1,1,D,,,,R Jones,,,,,,,,,,,,
14/01/95,Arsenal,Leeds,3,0,H,,,,T Riley,,,,,,,,,,,,
14/01/95,Aston Villa,Norwich,2,2,D,,,,J Kelly,,,,,,,,,,,,
14/01/95,Ipswich,Blackburn,0,0,D,,,,A Baker,,,,,,,,,,,,
14/01/95,Liverpool,Chelsea,2,0,H,,,,K Winter,,,,,,,,,,,,
14/01/95,Man City,West Ham,0,1,A,,,,S Lodge,,,,,,,,,,,,
14/01/95,Man United,Everton,1,0,H,,,,P Jones,,,,,,,,,,,,
14/01/95,Nott'm Forest,Leicester,1,0,H,,,,L Stevens,,,,,,,,,,,,
14/01/95,Sheffield Weds,Crystal Palace,1,1,D,,,,C Cooper,,,,,,,,,,,,
14/01/95,Southampton,QPR,2,1,H,,,,D Smith,,,,,,,,,,,,
14/01/95,Tottenham,Newcastle,1,1,D,,,,N Graham,,,,,,,,,,,,
15/01/95,Wimbledon,Coventry,1,0,H,,,,S Dunn,,,,,,,,,,,,
21/01/95,Aston Villa,Man United,1,4,A,,,,R Styles,,,,,,,,,,,,
21/01/95,Blackburn,Tottenham,2,2,D,,,,P Walton,,,,,,,,,,,,
21/01/95,Chelsea,Leicester,4,0,H,,,,M Dean,,,,,,,,,,,,
21/01/95,Coventry,Arsenal,1,1,D,,,,S Wicks,,,,,,,,,,,,
21/01/95,Crystal Palace,Liverpool,1,1,D,,,,M Riley,,,,,,,,,,,,
21/01/95,Everton,Wimbledon,1,1,D,,,,P Durkin,,,,,,,,,,,,
21/01/95,Newcastle,Sheffield Weds,1,0,H,,,,D Elleray,,,,,,,,,,,,
21/01/95,Norwich,Man City,2,0,H,,,,G Hall,,,,,,,,,,,,
21/01/95,QPR,Ipswich,2,1,H,,,,R Jones,,,,,,,,,,,,
21/01/95,Southampton,Nott'm Forest,3,2,H,,,,T Riley,,,,,,,,,,,,
21/01/95,West Ham,Leeds,1,2,A,,,,J Kelly,,,,,,,,,,,,
04/02/95,Arsenal,Leicester,2,0,H,,,,A Baker,,,,,,,,,,,,
04/02/95,Blackburn,Crystal Palace,4,0,H,,,,K Winter,,,,,,,,,,,,
04/02/95,Ipswich,QPR,2,0,H,,,,S Lodge,,,,,,,,,,,,
04/02/95,Leeds,Coventry,3,0,H,,,,P Jones,,,,,,,,,,,,
04/02/95,Man City,Newcastle,0,5,A,,,,L Stevens,,,,,,,,,,,,
04/02/95,Man United,Blackburn,1,0,H,,,,C Cooper,,,,,,,,,,,,
04/02/95,Nott'm Forest,Aston Villa,1,0,H,,,,D Smith,,,,,,,,,,,,
04/02/95,Sheffield Weds,Everton,1,3,A,,,,N Graham,,,,,,,,,,,,
04/02/95,Tottenham,Norwich,0,0,D,,,,S Dunn,,,,,,,,,,,,
04/02/95,Wimbledon,Southampton,0,2,A,,,,R Styles,,,,,,,,,,,,
05/02/95,West Ham,Chelsea,2,0,H,,,,P Walton,,,,,,,,,,,,
11/02/95,Aston Villa,West Ham,0,0,D,,,,M Dean,,,,,,,,,,,,
11/02/95,Coventry,Norwich,0,0,D,,,,S Wicks,,,,,,,,,,,,
11/02/95,Crystal Palace,Ipswich,0,0,D,,,,M Riley,,,,,,,,,,,,
11/02/95,Everton,Man United,0,0,D,,,,P Durkin,,,,,,,,,,,,
11/02/95,Leicester,Arsenal,1,2,A,,,,D Elleray,,,,,,,,,,,,
11/02/95,Liverpool,Southampton,1,1,D,,,,G Hall,,,,,,,,,,,,
11/02/95,Newcastle,Man City,2,1,H,,,,R Jones,,,,,,,,,,,,
11/02/95,QPR,Chelsea,1,1,D,,,,T Riley,,,,,,,,,,,,
11/02/95,Tottenham,Blackburn,3,1,H,,,,J Kelly,,,,,,,,,,,,
11/02/95,Wimbledon,Leeds,1,0,H,,,,A Baker,,,,,,,,,,,,
12/02/95,Nott'm Forest,Sheffield Weds,1,1,D,,,,K Winter,,,,,,,,,,,,
25/02/95,Arsenal,Nott'm Forest,1,1,D,,,,S Lodge,,,,,,,,,,,,
25/02/95,Blackburn,Everton,2,0,H,,,,P Jones,,,,,,,,,,,,
25/02/95,Chelsea,Ipswich,2,0,H,,,,L Stevens,,,,,,,,,,,,
25/02/95,Coventry,Leeds,0,1,A,,,,C Cooper,,,,,,,,,,,,
25/02/95,Crystal Palace,Wimbledon,1,3,A,,,,D Smith,,,,,,,,,,,,
25/02/95,Man United,Southampton,0,0,D,,,,N Graham,,,,,,,,,,,,
25/02/95,Newcastle,West Ham,2,2,D,,,,S Dunn,,,,,,,,,,,,
25/02/95,Norwich,Tottenham,2,0,H,,,,R Styles,,,,,,,,,,,,
25/02/95,QPR,Leicester,1,1,D,,,,P Walton,,,,,,,,,,,,
25/02/95,Sheffield Weds,Aston Villa,1,0,H,,,,M Dean,,,,,,,,,,,,
01/03/95,Man City,QPR,2,3,A,,,,S Wicks,,,,,,,,,,,,
04/03/95,Aston Villa,Chelsea,0,1,A,,,,M Riley,,,,,,,,,,,,
04/03/95,Ipswich,Blackburn,2,3,A,,,,P Durkin,,,,,,,,,,,,
04/03/95,Leeds,Arsenal,1,0,H,,,,D Elleray,,,,,,,,,,,,
04/03/95,Leicester,Man United,0,1,A,,,,G Hall,,,,,,,,,,,,
04/03/95,Liverpool,Norwich,5,1,H,,,,R Jones,,,,,,,,,,,,
04/03/95,Man City,Coventry,2,2,D,,,,T Riley,,,,,,,,,,,,
04/03/95,Nott'm Forest,Tottenham,1,2,A,,,,J Kelly,,,,,,,,,,,,
04/03/95,Southampton,Sheffield Weds,2,1,H,,,,A Baker,,,,,,,,,,,,
04/03/95,West Ham,Crystal Palace,0,0,D,,,,K Winter,,,,,,,,,,,,
05/03/95,Wimbledon,Everton,2,2,D,,,,S Lodge,,,,,,,,,,,,
01/04/95,Arsenal,Chelsea,1,2,A,,,,P Jones,,,,,,,,,,,,
01/04/95,Blackburn,Coventry,5,1,H,,,,L Stevens,,,,,,,,,,,,
01/04/95,Crystal Palace,Nott'm Forest,3,0,H,,,,C Cooper,,,,,,,,,,,,
01/04/95,Everton,Man City,1,2,A,,,,D Smith,,,,,,,,,,,,
01/04/95,Ipswich,Man United,3,2,H,,,,N Graham,,,,,,,,,,,,
01/04/95,Leicester,West Ham,1,1,D,,,,S Dunn,,,,,,,,,,,,
01/04/95,Norwich,Aston Villa,2,0,H,,,,R Styles,,,,,,,,,,,,
01/04/95,QPR,Liverpool,1,2,A,,,,P Walton,,,,,,,,,,,,
01/04/95,Sheffield Weds,Leeds,1,3,A,,,,M Dean,,,,,,,,,,,,
01/04/95,Southampton,Tottenham,2,1,H,,,,S Wicks,,,,,,,,,,,,
01/04/95,Wimbledon,Newcastle,0,1,A,,,,M Riley,,,,,,,,,,,,
08/04/95,Aston Villa,Everton,0,0,D,,,,P Durkin,,,,,,,,,,,,
08/04/95,Coventry,QPR,4,0,H,,,,D Elleray,,,,,,,,,,,,
08/04/95,Leeds,Southampton,1,0,H,,,,G Hall,,,,,,,,,,,,
08/04/95,Man City,Wimbledon,0,0,D,,,,R Jones,,,,,,,,,,,,
08/04/95,Man United,Blackburn,0,0,D,,,,T Riley,,,,,,,,,,,,
08/04/95,Newcastle,Arsenal,3,1,H,,,,J Kelly,,,,,,,,,,,,
008/04/95,Nott'm Forest,Norwich,3,1,H,,,,A Baker,,,,,,,,,,,,
08/04/95,Sheffield Weds,Leicester,0,0,D,,,,K Winter,,,,,,,,,,,,
08/04/95,Tottenham,Crystal Palace,1,1,D,,,,S Lodge,,,,,,,,,,,,
09/04/95,Chelsea,Liverpool,0,0,D,,,,P Jones,,,,,,,,,,,,
10/04/95,West Ham,Ipswich,1,0,H,,,,L Stevens,,,,,,,,,,,,
15/04/95,Arsenal,Tottenham,1,1,D,,,,C Cooper,,,,,,,,,,,,
15/04/95,Blackburn,Leeds,1,1,D,,,,D Smith,,,,,,,,,,,,
15/04/95,Chelsea,Coventry,1,1,D,,,,N Graham,,,,,,,,,,,,
15/04/95,Crystal Palace,Man United,0,0,D,,,,S Dunn,,,,,,,,,,,,
15/04/95,Everton,Norwich,0,0,D,,,,R Styles,,,,,,,,,,,,
15/04/95,Ipswich,Aston Villa,0,0,D,,,,P Walton,,,,,,,,,,,,
15/04/95,Leicester,Sheffield Weds,2,1,H,,,,M Dean,,,,,,,,,,,,
15/04/95,Liverpool,Nott'm Forest,2,1,H,,,,S Wicks,,,,,,,,,,,,
15/04/95,QPR,Southampton,3,0,H,,,,M Riley,,,,,,,,,,,,
15/04/95,Wimbledon,West Ham,2,2,D,,,,P Durkin,,,,,,,,,,,,
17/04/95,Man City,Newcastle,3,1,H,,,,D Elleray,,,,,,,,,,,,
29/04/95,Aston Villa,Blackburn,1,1,D,,,,G Hall,,,,,,,,,,,,
29/04/95,Everton,Southampton,2,1,H,,,,R Jones,,,,,,,,,,,,
29/04/95,Leicester,Chelsea,1,0,H,,,,T Riley,,,,,,,,,,,,
29/04/95,Man United,Man City,3,0,H,,,,J Kelly,,,,,,,,,,,,
29/04/95,Newcastle,Leeds,1,1,D,,,,A Baker,,,,,,,,,,,,
29/04/95,Norwich,Crystal Palace,4,1,H,,,,K Winter,,,,,,,,,,,,
29/04/95,Nott'm Forest,Ipswich,4,1,H,,,,S Lodge,,,,,,,,,,,,
29/04/95,Sheffield Weds,Liverpool,1,1,D,,,,P Jones,,,,,,,,,,,,
29/04/95,Tottenham,Arsenal,1,1,D,,,,L Stevens,,,,,,,,,,,,
29/04/95,West Ham,Coventry,2,2,D,,,,C Cooper,,,,,,,,,,,,
